image_id,match_status,predicted_nutrient,predicted_quantity,predicted_unit,predicted_context,gt_nutrient,gt_quantity,gt_unit,gt_context
27.png,TP,Esemß/Protein,1254,kj,per_100g,Protein,,g,per_100g (100 g Pulver)
27.png,TP,Kuples/Copper,75,mg,per_100g,Copper,,µg,per_100g (100 g Pulver)
27.png,TP,hrom/ Chromium,15,mg,per_100g,Chromium,,µg,per_100g (100 g Pulver)
30.png,TP,Carbohydrate,39,,per_serving,Carbohydrate,,g,per_serving (Per Bar 55g)
30.png,TP,Sugars,19,,per_serving,Sugars,,g,per_serving (Per Bar 55g)
30.png,TP,Protein,4.8,,per_100g,Protein,,g,per_100g
30.png,TP,Carbohydrate,71,,per_100g,Carbohydrate,,g,per_100g
30.png,TP,Sugars,35,,per_100g,Sugars,,g,per_100g
30.png,TP,Energy,27,,per_serving,Energy,,kJ,per_serving (Per Bar 55g)
30.png,TP,Energy,4.8,,per_100g,Energy,,kcal,per_serving (Per Bar 55g)
30.png,TP,Protein,27,,per_serving,Protein,,g,per_serving (Per Bar 55g)
30.png,TP,Saturated Fats,27,,per_serving,Saturated Fats,,g,per_serving (Per Bar 55g)
30.png,TP,Saturated Fats,49,,per_100g,Saturated Fats,,g,per_100g
30.png,TP,SODIUM (mg,70,mg,per_serving,Sodium,,mg,per_serving (Per Bar 55g)
30.png,TP,SODIUM (mg,130,mg,per_100g,Sodium,,mg,per_100g
30.png,TP,FAT (g,27,g,per_serving,Fat,,g,per_serving (Per Bar 55g)
30.png,TP,FAT (g,49,g,per_100g,Fat,,g,per_100g
30.png,TP,DIETARY FIBRE,20,,per_serving,Fibre,,g,per_serving (Per Bar 55g)
30.png,TP,DIETARY FIBRE,36,,per_100g,Fibre,,g,per_100g
33.png,TP,Sugars,56,g,per_100g,Sugars,,g,per_100g
33.png,TP,Sodium,210,mg,per_100g,Sodium,,mg,per_100g
33.png,TP,Calcium,35,mg,per_100g,Calcium,,mg,per_100g
33.png,TP,Magnesium,25,mg,per_100g,Magnesium,,mg,per_100g
33.png,TP,Salt,0.40,g,per_100g,Salt,,g,per_serving (75 g (300 ml))
33.png,TP,Sodium,158,mg,per_100g,Sodium,,mg,per_serving (75 g (300 ml))
33.png,TP,Calcium,26,mg,per_100g,Calcium,,mg,per_serving (75 g (300 ml))
33.png,TP,Magnesium,19,mg,per_100g,Magnesium,,mg,per_serving (75 g (300 ml))
33.png,TP,Energy,1660,,per_100g,Energy,,kJ,per_100g
33.png,TP,Energy,1245,,per_100g,Energy,,kJ,per_serving (75 g (300 ml))
33.png,TP,Fat,8,g,per_100g,Fat,,g,per_100g
33.png,TP,Saturated Fats,8,g,per_100g,Saturated Fats,,g,per_100g
33.png,TP,Salt,0.539,,per_100g,Salt,,g,per_100g
33.png,TP,Chloride,0.539,,per_100g,Chloride,,mg,per_100g
33.png,TP,Fat,1245,,per_100g,Fat,,g,per_serving (75 g (300 ml))
33.png,TP,Sugars,09,,per_100g,Sugars,,g,per_serving (75 g (300 ml))
33.png,TP,Kalium [potassium,55,mg,per_100g,Potassium,,mg,per_100g
33.png,TP,Kalium [potassium,41,mg,per_100g,Potassium,,mg,per_serving (75 g (300 ml))
33.png,TP,Eiweiß [protein,0.539,,per_100g,Protein,,g,per_100g
33.png,TP,Eiweiß [protein,09,,per_100g,Protein,,g,per_serving (75 g (300 ml))
34.png,TP,Energy,319,kcal,per_100g,Energy,,kcal,per_100g
34.png,TP,Fat,0,g,per_100g,Fat,,g,per_100g
34.png,TP,Carbohydrate,80,g,per_100g,Carbohydrate,,g,per_100g
34.png,TP,Sugars,77,g,per_100g,Sugars,,g,per_100g
34.png,TP,Zinc,2.6,mg,per_100g,Zinc,,mg,per_100g
34.png,TP,Vitamin C,72,mg,per_100g,Vitamin C,,mg,per_100g
34.png,TP,Niacin,12,mg,per_100g,Niacin,,mg,per_100g
34.png,TP,Vitamin B6,3.2,mg,per_100g,Vitamin B6,,mg,per_100g
34.png,TP,Vitamin B1,0.8,mg,per_100g,Vitamin B1,,mg,per_100g
34.png,TP,Vitamin B2,0.8,mg,per_100g,Vitamin B2,,mg,per_100g
34.png,TP,Folic Acid,34,ug,per_100g,Folic Acid,,µg,per_100g
34.png,TP,Vitamin B12,3.5,ug,per_100g,Vitamin B12,,µg,per_100g
34.png,TP,Carbohydrate,20,g,per_serving,Carbohydrate,,g,per_serving (25g serving)
34.png,TP,Protein,0,g,per_serving,Protein,,g,per_serving (25g serving)
34.png,TP,Magnesium,25,mg,per_serving,Magnesium,,mg,per_serving (25g serving)
34.png,TP,Zinc,0.7,mg,per_serving,Zinc,,mg,per_serving (25g serving)
34.png,TP,Vitamin C,18,mg,per_serving,Vitamin C,,mg,per_serving (25g serving)
34.png,TP,Vitamin B6,0.8,mg,per_serving,Vitamin B6,,mg,per_serving (25g serving)
34.png,TP,Pantothenic Acid,0.7,mg,per_serving,Pantothenic Acid,,mg,per_serving (25g serving)
34.png,TP,Vitamin B1,0.2,mg,per_serving,Vitamin B1,,mg,per_serving (25g serving)
34.png,TP,Vitamin B2,0.2,mg,per_serving,Vitamin B2,,mg,per_serving (25g serving)
34.png,TP,Folic Acid,8.4,ug,per_serving,Folic Acid,,µg,per_serving (25g serving)
34.png,TP,Vitamin B12,0.9,ug,per_serving,Vitamin B12,,µg,per_serving (25g serving)
34.png,TP,Fibre,0,g,per_serving,Fibre,,g,per_100g
34.png,TP,Salt,0,g,per_serving,Salt,,g,per_100g
34.png,TP,Potassium,25,mg,per_serving,Potassium,,mg,per_100g
34.png,TP,Magnesium,2.6,mg,per_100g,Magnesium,,mg,per_100g
34.png,TP,Pantothenic Acid,29,mg,per_100g,Pantothenic Acid,,mg,per_100g
34.png,TP,Energy,9,kcal,per_100g,Energy,,kcal,per_serving (25g serving)
34.png,TP,Fat,20,g,per_serving,Fat,,g,per_serving (25g serving)
34.png,TP,Niacin,18,mg,per_serving,Niacin,,mg,per_serving (25g serving)
34.png,TP,Protein,3.58,,per_100g,Protein,,g,per_100g
34.png,TP,Calcium,3,,per_100g,Calcium,,mg,per_100g
34.png,TP,Sugars,198,,per_serving,Sugars,,g,per_serving (25g serving)
34.png,TP,Fibre,58,,per_100g,Fibre,,g,per_serving (25g serving)
34.png,TP,Salt,3.58,,per_100g,Salt,,g,per_serving (25g serving)
34.png,TP,Calcium,139,,per_serving,Calcium,,mg,per_serving (25g serving)
34.png,TP,Potassium,139,,per_serving,Potassium,,mg,per_serving (25g serving)
35.jpeg,TP,Magnesium,100.8,mg,per_daily_dose,Magnesium,,mg,per_serving (pro 3 Tabletten)
35.jpeg,TP,Magnesium,4.79,,per_daily_dose,Magnesium,,g,per_100g
4.png,TP,Protein,0.10,,per_100g,Protein,,g,per_100g
4.png,TP,Energy,09,,per_100g,Energy,,,per_100g
4.png,TP,Fat,09,,per_100g,Fat,,g,per_100g
4.png,TP,Saturated Fats,56.9,,per_100g,Saturated Fats,,g,per_100g
4.png,TP,Carbohydrate,56.9,,per_100g,Carbohydrate,,g,per_100g
4.png,TP,Sugars,6.79,,per_100g,Sugars,,g,per_100g
4.png,TP,Salt,0.129,,per_100g,Salt,,g,per_100g
41.png,TP,Fat,0,g,per_100g,Fat,,g,per_100g
41.png,TP,Saturated Fats,0,g,per_100g,Saturated Fats,,g,per_100g
41.png,TP,Carbohydrate,36,g,per_100g,Carbohydrate,,g,per_100g
41.png,TP,Protein,0,g,per_100g,Protein,,g,per_100g
41.png,TP,Energy,0,g,per_100g,Energy,,kJ,per_100g
41.png,TP,Salt,0.109,,per_100g,Salt,,g,per_100g
41.png,TP,OFWHICH SUGARS,4.59,,per_100g,Sugars,,g,per_100g
42.png,TP,Carbohydrate,44,,per_serving,Carbohydrate,,g,per_serving (PER SERVE 47g)
42.png,TP,Carbohydrate,94,,per_100g,Carbohydrate,,g,per_100g
42.png,TP,Sugars,38,,per_100g,Sugars,,g,per_100g
42.png,TP,Energy,01,,per_100g,Energy,,kJ,per_serving (PER SERVE 47g)
42.png,TP,Protein,01,,per_100g,Protein,,g,per_serving (PER SERVE 47g)
42.png,TP,FAT (g,0,g,per_100g,Fat,,g,per_serving (PER SERVE 47g)
42.png,TP,DIETARY FIBRE (g,0,g,per_100g,Fibre,,g,per_serving (PER SERVE 47g)
42.png,TP,SODIUM (mg,240,mg,per_serving,Sodium,,mg,per_serving (PER SERVE 47g)
42.png,TP,SODIUM (mg,500,mg,per_100g,Sodium,,mg,per_100g
45_1.png,TP,Sugars,18,,per_100g,Sugars,,g,per_serving (1 SERV. 47g)
45_1.png,TP,Carbohydrate,94,,per_100g,Carbohydrate,,g,per_100g
45_1.png,TP,Sugars,38,,per_100g,Sugars,,g,per_100g
45_1.png,TP,Protein,01,,per_100g,Protein,,g,per_serving (1 SERV. 47g)
45_1.png,TP,DIETARY FIBRE (g,0,g,per_100g,Fibre,,g,per_serving (1 SERV. 47g)
45_1.png,TP,SODIUM (mg,240,mg,per_100g,Sodium,,mg,per_serving (1 SERV. 47g)
45_1.png,TP,SODIUM (mg,500,mg,per_100g,Sodium,,mg,per_100g
45_1.png,TP,FAT (g,01,g,per_100g,Fat,,g,per_serving (1 SERV. 47g)
45_2.png,TP,Fat,0,g,per_100g,Fat,,g,per_100g
45_2.png,TP,Saturated Fats,0,g,per_100g,Saturated Fats,,g,per_100g
45_2.png,TP,Carbohydrate,94,g,per_100g,Carbohydrate,,g,per_100g
45_2.png,TP,Energy,0,g,per_100g,Energy,,kJ,per_100g
45_2.png,TP,Sugars,,,per_100g,Sugars,,g,per_100g
45_2.png,TP,Protein,,,per_100g,Protein,,g,per_100g
45_2.png,TP,Salt,1.39,,per_100g,Salt,,g,per_100g
51.png,TP,Energy,1541,,per_100g,Energy,,kJ,per_100g
51.png,TP,Energy,925,,per_100g,Energy,,kJ,per_serving (60 g)
51.png,TP,Sugars,37,,per_100g,Sugars,,g,per_serving (60 g)
51.png,TP,Sugars,50,g,per_100g,Sugars,,g,per_100g
51.png,TP,Salt,4.0,g,per_100g,Salt,,g,per_100g
51.png,TP,Fat,0.59,,per_100g,Fat,,g,per_100g
51.png,TP,Saturated Fats,0.59,,per_100g,Saturated Fats,,g,per_100g
51.png,TP,Protein,6.79,,per_100g,Protein,,g,per_100g
51.png,TP,Protein,37,,per_100g,Protein,,g,per_serving (60 g)
51.png,TP,Salt,6.79,,per_100g,Salt,,g,per_serving (60 g)
51.png,TP,Carbohydrate / Kohlenhydrate / Glucides | Koolhydraten,50,g,per_100g,Carbohydrate,,g,per_serving (60 g)
51.png,TP,Carbohydrate / Kohlenhydrate / Glucides | Koolhydraten,849,,per_100g,Carbohydrate,,g,per_100g
53.png,TP,Sugars,62,g,per_100g,Sugars,,g,per_100g
53.png,TP,Salt,0.13,g,per_100g,Salt,,g,per_100g
53.png,TP,Sugars,37,g,per_100g,Sugars,,g,per_serving (60 g)
53.png,TP,Salt,0.08,g,per_100g,Salt,,g,per_serving (60 g)
53.png,TP,Carbohydrate,37,g,per_100g,Carbohydrate,,g,per_100g
53.png,TP,Fat,0.59,,per_100g,Fat,,g,per_100g
53.png,TP,Saturated Fats,0.59,,per_100g,Saturated Fats,,g,per_100g
53.png,TP,Protein,6.79,,per_100g,Protein,,g,per_100g
53.png,TP,Vitamin B6,,,per_100g,Vitamin B6,,mg,per_100g
53.png,TP,Carbohydrate,849,,per_100g,Carbohydrate,,g,per_serving (60 g)
53.png,TP,Protein,4.09,,per_100g,Protein,,g,per_serving (60 g)
53.png,TP,Energy_L Energie kJ (kcal,1541,kcal,per_100g,Energy,,kJ,per_100g
53.png,TP,Energy_L Energie kJ (kcal,925,kcal,per_100g,Energy,,kJ,per_serving (60 g)
56.jpeg,TP,Energy,383,kcal,pro 100 €,Energy,,kcal,per_100g
56.jpeg,TP,Protein,83,g,pro 100 €,Protein,,g,per_100g
57.jpeg,TP,Energy,"383kcal,",,pro 100 @,Energy,,kcal,per_100g
57.jpeg,TP,Energy,4.998,,pro 100 @,Energy,,kJ,per_100g
57.jpeg,TP,Protein,4.998,,pro 100 @,Protein,,g,per_100g
59.png,TP,Energy,1391,kj,per_100g,Energy,,kJ,per_100g (100 g Pulver)
59.png,TP,Energy,278,kj,per_100g,Energy,,kJ,per_daily_dose (1 Portion = 20 g Pulver)
59.png,TP,Fibre,5,g,per_100g,Fibre,,g,per_daily_dose (1 Portion = 20 g Pulver)
59.png,TP,Sugars,13.3,g,per_100g,Sugars,,g,per_100g (100 g Pulver)
59.png,TP,Sodium,5,g,per_100g,Sodium,,g,per_100g (100 g Pulver)
59.png,TP,Saturated Fats,"<0,3g",,per_100g,Saturated Fats,,g,per_100g (100 g Pulver)
59.png,TP,Fibre,259,,per_100g,Fibre,,g,per_100g (100 g Pulver)
59.png,TP,Selenium,"<0,1g",,per_100g,Selenium,,µg,per_100g (100 g Pulver)
59.png,TP,Vitamin A,300,mg,per_100g,Vitamin A,,µg RE,per_100g (100 g Pulver)
59.png,TP,Sugars,64.49,,per_100g,Sugars,,g,per_daily_dose (1 Portion = 20 g Pulver)
59.png,TP,Saturated Fats,"<0,g",,per_100g,Saturated Fats,,g,per_daily_dose (1 Portion = 20 g Pulver)
59.png,TP,Sodium,259,,per_100g,Sodium,,g,per_daily_dose (1 Portion = 20 g Pulver)
59.png,TP,Selenium,"<0,02g",,per_100g,Selenium,,µg,per_daily_dose (1 Portion = 20 g Pulver)
59.png,TP,Vitamin A,60,mg,per_100g,Vitamin A,,µg RE,per_daily_dose (1 Portion = 20 g Pulver)
59.png,TP,Ejweiß /Protein,0.7,g,per_100g,Protein,,g,per_100g (100 g Pulver)
59.png,TP,Kohlenbydrate /Carbohydrate,66.6,g,per_100g,Carbohydrate,,g,per_100g (100 g Pulver)
59.png,TP,Ejweiß /Protein,0.14,g,per_100g,Protein,,g,per_daily_dose (1 Portion = 20 g Pulver)
59.png,TP,Kohlenbydrate /Carbohydrate,13.3,g,per_100g,Carbohydrate,,g,per_daily_dose (1 Portion = 20 g Pulver)
6.png,TP,Magnesium,56,mg,,Magnesium,,mg,per_serving (4 g)
6.png,TP,Potassium,70,mg,,Potassium,,mg,per_serving (4 g)
6.png,TP,Calcium,9,mg,,Calcium,,mg,per_serving (4 g)
6.png,TP,Sodium,200,mg,,Sodium,,mg,per_serving (4 g)
6.png,TP,Green Tea,7,mg,,Green Tea,,mg,per_serving (4 g)
61.png,TP,Fat,0,g,per_serving,Fat,,g,per_serving (30 g)
61.png,TP,Carbohydrate,25.3,g,per_serving,Carbohydrate,,g,per_serving (30 g)
61.png,TP,Salt,0.52,g,per_serving,Salt,,g,per_serving (30 g)
61.png,TP,Carbohydrate,84.4,g,per_100g,Carbohydrate,,g,per_100g
61.png,TP,Sugars,48.7,g,per_100g,Sugars,,g,per_100g
61.png,TP,Magnesium,250,mg,per_100g,Magnesium,,mg,per_100g
61.png,TP,Potassium,333.3,mg,per_100g,Potassium,,mg,per_100g
61.png,TP,Calcium,166.7,mg,per_100g,Calcium,,mg,per_100g
61.png,TP,Saturated Fats,84.4,g,per_100g,Saturated Fats,,g,per_serving (30 g)
61.png,TP,Magnesium,333.3,mg,per_100g,Magnesium,,mg,per_serving (30 g)
61.png,TP,Potassium,166.7,mg,per_100g,Potassium,,mg,per_serving (30 g)
61.png,TP,Energy,14.69,,per_serving,Energy,,kJ,per_serving (30 g)
61.png,TP,Energy,48.7,g,per_100g,Energy,,kcal,per_serving (30 g)
61.png,TP,Sugars,14.69,,per_serving,Sugars,,g,per_serving (30 g)
61.png,TP,Protein,0.29,,per_serving,Protein,,g,per_serving (30 g)
61.png,TP,Energy,0,g,per_serving,Energy,,kJ,per_100g
61.png,TP,Energy,9,,per_serving,Energy,,kcal,per_100g
61.png,TP,Saturated Fats,9,,per_serving,Saturated Fats,,g,per_100g
61.png,TP,Protein,1.739,,per_100g,Protein,,g,per_100g
61.png,TP,Salt,250,mg,per_100g,Salt,,g,per_100g
63.png,TP,Fat,0,g,per_serving,Fat,,g,per_serving (30 g)
63.png,TP,Carbohydrate,25.3,g,per_serving,Carbohydrate,,g,per_serving (30 g)
63.png,TP,Sugars,14.6,g,per_serving,Sugars,,g,per_serving (30 g)
63.png,TP,Protein,0.2,g,per_serving,Protein,,g,per_serving (30 g)
63.png,TP,Salt,0.52,g,per_serving,Salt,,g,per_serving (30 g)
63.png,TP,Saturated Fats,0,g,per_100g,Saturated Fats,,g,per_100g
63.png,TP,Carbohydrate,84.4,g,per_100g,Carbohydrate,,g,per_100g
63.png,TP,Sugars,48.7,g,per_100g,Sugars,,g,per_100g
63.png,TP,Protein,0.6,g,per_100g,Protein,,g,per_100g
63.png,TP,Salt,1.73,g,per_100g,Salt,,g,per_100g
63.png,TP,Magnesium,250,mg,per_100g,Magnesium,,mg,per_100g
63.png,TP,Calcium,166.7,mg,per_100g,Calcium,,mg,per_100g
63.png,TP,Potassium,313.3,mg,per_100g,Potassium,,mg,per_serving (30 g)
63.png,TP,Calcium,313.3,mg,per_100g,Calcium,,mg,per_serving (30 g)
63.png,TP,Energy,0,g,per_serving,Energy,,kJ,per_serving (30 g)
63.png,TP,Energy,09,,per_100g,Energy,,kcal,per_serving (30 g)
63.png,TP,Saturated Fats,09,,per_serving,Saturated Fats,,g,per_serving (30 g)
63.png,TP,Energy,25.3,g,per_serving,Energy,,kJ,per_100g
63.png,TP,Energy,84.4,g,per_100g,Energy,,kcal,per_100g
63.png,TP,Fat,09,,per_100g,Fat,,g,per_100g
64.png,TP,Vitamin C,50,mg,per_daily_dose,Vitamin C,,mg,per_daily_dose (1 Ampulle/flask + 2 Caps.)
64.png,TP,Vitamin B2,0.6,mg,per_daily_dose,Vitamin B2,,mg,per_daily_dose (1 Ampulle/flask + 2 Caps.)
64.png,TP,Vitamin B6,0.6,mg,per_daily_dose,Vitamin B6,,mg,per_daily_dose (1 Ampulle/flask + 2 Caps.)
64.png,TP,Pantothenic Acid,2.5,mg,per_daily_dose,Pantothenic Acid,,mg,per_daily_dose (1 Ampulle/flask + 2 Caps.)
64.png,TP,Zinc,30,mg,per_daily_dose,Zinc,,mg,per_daily_dose (1 Ampulle/flask + 2 Caps.)
64.png,TP,Folic Acid,0.6,mg,per_daily_dose,Folic Acid,,µg,per_daily_dose (1 Ampulle/flask + 2 Caps.)
64.png,TP,Vitamin B12,2.5,mg,per_daily_dose,Vitamin B12,,µg,per_daily_dose (1 Ampulle/flask + 2 Caps.)
67.jpeg,TP,Vitamin D3,,,,Vitamin D3,,I.E.,per_serving (Jede Tablette)
78.jpeg,TP,Vitamin D3,,,,Vitamin D,,µg,per_serving (pro Kapsel)
8.png,TP,Carbohydrate,41,,per_100g,Carbohydrate,,g,per_serving (Per Bar 60g)
8.png,TP,Sugars,21,,per_100g,Sugars,,g,per_serving (Per Bar 60g)
8.png,TP,Protein,3.7,,per_100g,Protein,,g,per_100g
8.png,TP,Carbohydrate,69,,per_100g,Carbohydrate,,g,per_100g
8.png,TP,Sugars,35,,per_100g,Sugars,,g,per_100g
8.png,TP,Protein,22,,per_100g,Protein,,g,per_serving (Per Bar 60g)
8.png,TP,SODIUM (mg,72,mg,per_100g,Sodium,,mg,per_100g
8.png,TP,DIETARY FIBRE,3.2,,per_100g,Fibre,,g,per_100g
8.png,TP,SATURATED FAT (g,34,g,per_100g,Fat,,g,per_serving (Per Bar 60g)
8.png,TP,SODIUM (mg,42,mg,per_100g,Sodium,,mg,per_serving (Per Bar 60g)
8.png,TP,SATURATED FAT (g,57,g,per_100g,Fat,,g,per_100g
8.png,TP,DIETARY FIBRE,19,,per_100g,Fibre,,g,per_serving (Per Bar 60g)
82.jpeg,TP,Energy,,,per_100g,Energy,,kJ,per_100g
82.jpeg,TP,Protein,,,per_100g,Protein,,g,per_100g
82.jpeg,TP,Carbohydrate,,,per_100g,Carbohydrate,,g,per_100g
82.jpeg,TP,Fat,,,per_100g,Fat,,g,per_100g
82.jpeg,TP,Carbohydrate,39,,per_serving,Carbohydrate,,g,per_serving (3 g/1 level teaspoon)
82.jpeg,TP,Creatine,39,,per_serving,Creatine monohydrate,,g,per_100g
88.png,TP,Energy,772,kj,per_100ml,Energy,,kJ,per_serving (330 ML)
88.png,TP,Energy,181,kj,per_100ml,Energy,,kcal,per_serving (330 ML)
88.png,TP,Energy,23455,kj,per_100ml,Energy,,kJ,per_100ml
88.png,TP,Fat,1.6,g,per_100ml,Fat,,g,per_100ml
88.png,TP,Carbohydrate,18,g,per_100ml,Carbohydrate,,g,per_100ml
88.png,TP,Saturated Fats,4.19,,per_100ml,Saturated Fats,,g,per_100ml
88.png,TP,Sugars,3.59,,per_100ml,Sugars,,g,per_100ml
88.png,TP,Fat,0.59,,per_100ml,Fat,,g,per_serving (330 ML)
88.png,TP,Carbohydrate,3.59,,per_100ml,Carbohydrate,,g,per_serving (330 ML)
88.png,TP,Sugars,809,,per_100ml,Sugars,,g,per_serving (330 ML)
88.png,TP,Jenergylenergia,772,kj,per_100ml,Energy,,kcal,per_100ml
88.png,TP,Enweiss protein(e)proteines,0.109,,per_100ml,Protein,,g,per_100ml
88.png,TP,Enweiss protein(e)proteines,809,,per_100ml,Protein,,g,per_serving (330 ML)
90.png,TP,Fat,0,g,per_daily_dose,Fat,,g,per_daily_dose (2 Shots (60 ml))
90.png,TP,Saturated Fats,0,g,per_daily_dose,Saturated Fats,,g,per_daily_dose (2 Shots (60 ml))
90.png,TP,Carbohydrate,6.0,g,per_daily_dose,Carbohydrate,,g,per_daily_dose (2 Shots (60 ml))
90.png,TP,Magnesium,56,mg,per_daily_dose,Magnesium,,mg,per_daily_dose (2 Shots (60 ml))
90.png,TP,Carbohydrate,10,g,100 ml,Carbohydrate,,g,per_100ml
90.png,TP,Salt,0.16,g,100 ml,Salt,,g,per_100ml
90.png,TP,Energy,192,,100 ml,Energy,,kJ,per_100ml
90.png,TP,Energy,115,,per_daily_dose,Energy,,kJ,per_daily_dose (2 Shots (60 ml))
90.png,TP,Energy,60,ml,per_daily_dose,Energy,,kcal,per_100ml
90.png,TP,Fat,<0.19,,100 ml,Fat,,g,per_100ml
90.png,TP,Saturated Fats,<0.19,,100 ml,Saturated Fats,,g,per_100ml
90.png,TP,Protein,20.19,,100 ml,Protein,,g,per_100ml
90.png,TP,Protein,6.09,,per_daily_dose,Protein,,g,per_daily_dose (2 Shots (60 ml))
90.png,TP,Salt,20.19,,100 ml,Salt,,g,per_daily_dose (2 Shots (60 ml))
90.png,TP,davon Zuckerarten_ of which sugars,6.0,g,per_daily_dose,Sugars,,g,per_daily_dose (2 Shots (60 ml))
90.png,TP,davon Zuckerarten_ of which sugars,109,,100 ml,Sugars,,g,per_100ml
91.png,TP,Sugars,26,g,per_serving,Sugars,,g,per_100ml
91.png,TP,Fat,0.79,,per_100ml,Fat,,g,per_100ml
91.png,TP,Saturated Fats,0.59,,per_100ml,Saturated Fats,,g,per_100ml
91.png,TP,Carbohydrate,4.19,,per_100ml,Carbohydrate,,g,per_100ml
91.png,TP,Fat,1.69,,per_serving,Fat,,g,per_serving (PER DRINK (330 ML))
91.png,TP,Saturated Fats,1.69,,per_serving,Saturated Fats,,g,per_serving (PER DRINK (330 ML))
91.png,TP,Carbohydrate,139,,per_serving,Carbohydrate,,g,per_serving (PER DRINK (330 ML))
91.png,TP,Sugars,8.59,,per_100ml,Sugars,,g,per_serving (PER DRINK (330 ML))
91.png,TP,EnergieZenergylenergia kd (kcal,7727181,kcal,per_serving,Energy,,kcal,per_100ml
91.png,TP,EnergieZenergylenergia kd (kcal,2.39,kcal,per_serving,Energy,,kcal,per_serving (PER DRINK (330 ML))
