image_id,token,context,rule_label,nutrient_score,second_best_score,second_best_cat,quantity_score,unit_score,context_score,noise_score,margin_actual,gt_label,current_pred,gt_label_old
15.png,"sium 3571mg/150mg7.5%*/300mg15%*)Chloride4762mg/200mg25%/400 mg 50%,Calcium 1428","sium 3571mg/150mg7.5%*/300mg15%*)Chloride4762mg/200mg25%/400 mg 50%,Calcium 1428",,0.6401,0.5286,CONTEXT,0.4905,0.5031,0.5286,0.4769,0.1115,1,1,0
15.png,mg/60mg7.5%*/120mg15%*)Magnesium670 mg/28.1 mg 7.5%/56.3 mg15%Kotfein/Cafen 1786 mg,mg/60mg7.5%*/120mg15%*)Magnesium670 mg/28.1 mg 7.5%/56.3 mg15%Kotfein/Cafen 1786 mg,,0.6352,0.5344,UNIT,0.4911,0.5344,0.5296,0.4792,0.1009,1,1,0
15.png,tel(c:Ergänzungsnahrung).Brausetablette zur Herstellung eines kalorinafreion Erfrischungsgotríeken mit,tel(c:Ergänzungsnahrung).Brausetablette zur Herstellung eines kalorinafreion Erfrischungsgotríeken mit,,0.5129,0.5066,NOISE,0.4064,0.4344,0.4548,0.5066,0.0063,0,0,0
15.png,Koffein.5 Mineralstoffen und SuBungsmittel-Zitronen Geschmack.Zwei Portionen anthalten 150 mg Kaffein.,Koffein.5 Mineralstoffen und SuBungsmittel-Zitronen Geschmack.Zwei Portionen anthalten 150 mg Kaffein.,,0.5935,0.4781,NOISE,0.4362,0.4741,0.4775,0.4781,0.1154,1,1,0
15.png,clumcarbonatNatriumchloridMagnesiumhydroxidCalciumphosphate)Fauchthmhsrattd(Sorhel trnbe nudriohs aon,clumcarbonatNatriumchloridMagnesiumhydroxidCalciumphosphate)Fauchthmhsrattd(Sorhel trnbe nudriohs aon,,0.4991,0.4748,NOISE,0.4087,0.4208,0.4253,0.4748,0.0243,0,0,0
15.png,"men, Koffein(1.80 %) Starke, SiBungsmitte(Sucrainen). Verzehraumpfahhatg:1TabkthnnauchSacciumphashtt.m","men, Koffein(1.80 %) Starke, SiBungsmitte(Sucrainen). Verzehraumpfahhatg:1TabkthnnauchSacciumphashtt.m",,0.6221,0.5032,CONTEXT,0.4517,0.4238,0.5032,0.4848,0.1189,1,1,0
15.png,reiche und ausgewagene Ernlibrung smde also pntnarde Lulomtrroie,reiche und ausgewagene Ernlibrung smde also pntnarde Lulomtrroie,,0.4558,0.4373,NOISE,0.4343,0.41,0.3901,0.4373,0.0185,0,0,0
17.png,Product information,Product information,,0.5325,0.6776,NOISE,0.4986,0.4562,0.5259,0.6776,-0.1451,0,0,0
17.png,Caffeine,Caffeine 100 mg,,0.7267,0.5316,NOISE,0.432,0.4861,0.5308,0.5316,0.1951,1,1,1
17.png,Vitamin B3,Vitamin B3 2.4 mg NE 15,,0.699,0.4891,CONTEXT,0.4256,0.4105,0.4891,0.4516,0.2099,1,1,1
17.png,Vitamin B6,Vitamin B6 0.22 mg 15,,0.7759,0.5014,CONTEXT,0.4617,0.4641,0.5014,0.4117,0.2745,1,1,1
17.png,VitaminB12,VitaminB12 0.38 g 15,,0.7995,0.4944,CONTEXT,0.4924,0.4539,0.4944,0.4088,0.3051,1,1,1
17.png,Suitable for vegetarians and vegans,Suitable for vegetarians and vegans,,0.5586,0.6346,NOISE,0.397,0.4013,0.5038,0.6346,-0.076,0,0,0
20.png,%6RDA*,%6RDA*,,0.4926,0.5926,NOISE,0.4747,0.4062,0.5316,0.5926,-0.1,0,0,0
20.png,pro Tagesportion(1Portion=15g Pulver,pro Tagesportion(1Portion=15g Pulver,,0.5567,0.6364,CONTEXT,0.5195,0.4571,0.6364,0.5221,-0.0797,0,0,0
20.png,Durchschn.Gehalt/,Durchschn.Gehalt/ %RDA*,,0.5128,0.6025,NOISE,0.4775,0.4334,0.5482,0.6025,-0.0897,0,0,0
20.png,%RDA*,Durchschn.Gehalt/ %RDA*,,0.5128,0.6025,NOISE,0.4775,0.4334,0.5482,0.6025,-0.0897,0,0,0
20.png,AverageValue,AverageValue 223 kJ 52 kcal,,0.684,0.5287,UNIT,0.4608,0.5287,0.4696,0.4928,0.1553,0,1,0
20.png,Brennwert/Energy Value,Brennwert/Energy Value,,0.823,0.5544,QUANTITY,0.5544,0.5477,0.4725,0.4968,0.2686,1,1,0
20.png,1474 kl (346kcal),1474 kl (346kcal),,0.6279,0.5477,UNIT,0.4195,0.5477,0.4527,0.4772,0.0803,0,0,0
20.png,EwebB/Protein,EwebB/Protein 11.7 g,,0.6607,0.4605,CONTEXT,0.4443,0.43,0.4605,0.4434,0.2002,1,1,0
20.png,Kohlenhydrate/Carbohydrate,Kohlenhydrate/Carbohydrate 4%,,0.6794,0.448,NOISE,0.3999,0.4033,0.4419,0.448,0.2314,1,1,0
20.png,Fatt/Fat,Fatt/Fat 100 mg,,0.695,0.5994,CONTEXT,0.5273,0.4678,0.5994,0.503,0.0956,1,0,0
20.png,Natrium/Sodium,Natrium/Sodium 4%,,0.6981,0.4998,NOISE,0.4247,0.3719,0.4343,0.4998,0.1982,1,1,0
20.png,Kalium/Potassium,Kalium/Potassium 15%,,0.6672,0.4885,NOISE,0.4295,0.4282,0.4671,0.4885,0.1787,1,1,0
20.png,Calcium,Calcium *756,,0.7223,0.463,NOISE,0.4296,0.4542,0.4523,0.463,0.2593,1,1,1
20.png,Magnesium,Magnesium 15%,,0.7175,0.5237,NOISE,0.4169,0.383,0.4395,0.5237,0.1938,1,1,1
20.png,Chlorid/Chloride,Chlorid/Chloride **360,,0.5427,0.491,NOISE,0.4589,0.4264,0.4697,0.491,0.0516,1,0,0
20.png,Phosphor/Phosphorus,Phosphor/Phosphorus 100%,,0.6816,0.4796,NOISE,0.4051,0.341,0.4689,0.4796,0.202,1,1,0
20.png,Selen/Selenium,Selen/Selenium,,0.7895,0.4759,NOISE,0.4201,0.3976,0.4455,0.4759,0.3136,1,1,0
20.png,50%6,200 g 37.5 mg 50%6,,0.6105,0.5446,CONTEXT,0.5086,0.499,0.5446,0.5197,0.0659,0,0,0
20.png,Koffein (aus Guaranaextraktpulver)/,Koffein (aus Guaranaextraktpulver)/ 37.5 mg,,0.6197,0.4911,CONTEXT,0.4203,0.457,0.4911,0.4599,0.1286,1,1,0
20.png,Caffeine (from Guarana extract powder),Caffeine (from Guarana extract powder) 250 mg 16 mg NE 22576,,0.5598,0.5254,CONTEXT,0.4457,0.4599,0.5254,0.4341,0.0344,1,0,0
20.png,VitaminC,VitaminC,,0.9158,0.4691,NOISE,0.3767,0.3424,0.4325,0.4691,0.4467,1,1,1
20.png,Niacin,Niacin,,1.0,0.4419,NOISE,0.4085,0.2924,0.3853,0.4419,0.5581,1,1,1
20.png,VitaminE,VitaminE,,0.7121,0.4553,NOISE,0.3718,0.3628,0.4459,0.4553,0.2568,1,1,1
20.png,67 mg x-TE,67 mg x-TE,,0.5139,0.4443,CONTEXT,0.4253,0.404,0.4443,0.3834,0.0696,0,0,0
20.png,Pantothensaure/Pantothenic Acid,Pantothensaure/Pantothenic Acid 667 % 1.6 mg 66706,,0.622,0.4836,CONTEXT,0.4276,0.4319,0.4836,0.4242,0.1384,1,1,0
20.png,Vitamin B6,Vitamin B6 667% 200 g 1606,,0.6332,0.4553,CONTEXT,0.4259,0.4523,0.4553,0.431,0.1779,1,1,1
20.png,Vitamin B1,Vitamin B1 200 g 66706,,0.6458,0.465,UNIT,0.4195,0.465,0.4622,0.4342,0.1809,1,1,1
20.png,070301ED07/10P2,070301ED07/10P2 10.7 mg 667%,,0.575,0.4952,QUANTITY,0.4952,0.4109,0.485,0.4528,0.0798,0,0,0
20.png,Vitamin B1,Vitamin B1 1 g 280%,,0.6571,0.4865,NOISE,0.4224,0.4592,0.4857,0.4865,0.1707,1,1,1
20.png,Folsaure/Folic Acid,Folsaure/Folic Acid 153 g 67%,,0.6308,0.4857,NOISE,0.3874,0.4102,0.4681,0.4857,0.1451,1,1,0
20.png,Vitamin B12,Vitamin B12 225 g RE,,0.814,0.4874,CONTEXT,0.4496,0.4167,0.4874,0.4133,0.3266,1,1,1
20.png,225 g RE,Vitamin B12 225 g RE,,0.814,0.4874,CONTEXT,0.4496,0.4167,0.4874,0.4133,0.3266,0,1,0
20.png,biotin,biotin 6.7 g,,0.7184,0.4523,CONTEXT,0.4311,0.4028,0.4523,0.4328,0.266,1,1,1
20.png,nalAG,nalAG 1000 g,,0.5801,0.4682,UNIT,0.4555,0.4682,0.4665,0.4656,0.1119,0,1,0
20.png,Tagesdwin (90-466 EWG),Vitamin A(aus/from Provitamin A) 280% Tagesdwin (90-466 EWG) annaheim lag,,0.5815,0.5216,CONTEXT,0.427,0.3879,0.5216,0.5211,0.0599,0,0,0
20.png,Vitamin A(aus/from Provitamin A),Vitamin A(aus/from Provitamin A) 280% Tagesdwin (90-466 EWG) annaheim lag,,0.5815,0.5216,CONTEXT,0.427,0.3879,0.5216,0.5211,0.0599,1,0,0
20.png,annaheim lag,Vitamin A(aus/from Provitamin A) 280% Tagesdwin (90-466 EWG) annaheim lag,,0.5815,0.5216,CONTEXT,0.427,0.3879,0.5216,0.5211,0.0599,0,0,0
20.png,2220 g RE,*RCAg 2220 g RE thunga,,0.5346,0.4334,CONTEXT,0.401,0.4297,0.4334,0.4305,0.1012,0,1,0
20.png,*RCAg,*RCAg 2220 g RE thunga,,0.5346,0.4334,CONTEXT,0.401,0.4297,0.4334,0.4305,0.1012,0,1,0
20.png,thunga,*RCAg 2220 g RE thunga,,0.5346,0.4334,CONTEXT,0.401,0.4297,0.4334,0.4305,0.1012,0,1,0
26.png,UK/AUS,UK/AUS,,0.4696,0.4866,NOISE,0.415,0.4172,0.4465,0.4866,-0.017,0,0,0
26.png,NUTRITIONALINFO,NUTRITIONALINFO,,0.5545,0.5777,CONTEXT,0.4348,0.3872,0.5777,0.5499,-0.0231,0,0,0
26.png,ENERGY,ENERGY 942 255 kJ kcal,,0.633,0.5143,UNIT,0.4201,0.5143,0.4364,0.45,0.1187,1,1,1
26.png,FAT,FAT,,0.8273,0.4469,NOISE,0.4047,0.3978,0.4004,0.4469,0.3803,1,1,1
26.png,OFWHICH,OFWHICH,,0.4058,0.3974,NOISE,0.3021,0.2733,0.3087,0.3974,0.0084,0,0,0
26.png,SATURATES,SATURATES,,0.6613,0.5121,NOISE,0.3845,0.3499,0.3921,0.5121,0.1492,1,1,1
26.png,CARBOHYDRATE,CARBOHYDRATE,,0.8042,0.5366,NOISE,0.454,0.4369,0.4708,0.5366,0.2676,1,1,1
26.png,OFWHICHSUGARS,OFWHICHSUGARS,,0.495,0.3984,NOISE,0.3143,0.2645,0.3193,0.3984,0.0966,0,0,0
26.png,PROTEIN,PROTEIN,,0.8345,0.5791,NOISE,0.4278,0.4045,0.5042,0.5791,0.2554,1,1,1
26.png,SALT,SALT,,0.8505,0.5499,NOISE,0.414,0.3753,0.4586,0.5499,0.3006,1,1,1
27.png,Durchschn.Gehalt/,Durchschn.Gehalt/,,0.4733,0.4851,CONTEXT,0.4838,0.4224,0.4851,0.4699,-0.0118,0,0,0
27.png,%RDA*,%RDA*,,0.485,0.6232,NOISE,0.4834,0.4248,0.5454,0.6232,-0.1382,0,0,0
27.png,AverageValue,AverageValue,,0.5294,0.5326,NOISE,0.4976,0.4456,0.4815,0.5326,-0.0031,0,0,0
27.png,Brewswert/EnergyValue,Brewswert/EnergyValue,,0.7137,0.5735,UNIT,0.5142,0.5735,0.4965,0.4732,0.1402,0,1,0
27.png,EsemB/Protein,EsemB/Protein,,0.6142,0.4722,NOISE,0.4116,0.3974,0.4432,0.4722,0.142,1,1,0
27.png,Kublephydrate/Carbohydrate,Kublephydrate/Carbohydrate,,0.71,0.5021,NOISE,0.4408,0.442,0.4701,0.5021,0.2079,1,1,0
27.png,Fert/Fat,Fert/Fat,,0.72,0.5059,CONTEXT,0.4402,0.416,0.5059,0.4902,0.2141,1,1,0
27.png,Calcium,Calcium,,1.0,0.4972,NOISE,0.3876,0.405,0.3997,0.4972,0.5028,1,1,1
27.png,Magnesium,Magnesium,,1.0,0.4981,NOISE,0.4334,0.4176,0.4175,0.4981,0.5019,1,1,1
27.png,Zink/Zinc,Zink/Zinc,,0.8094,0.5038,NOISE,0.443,0.44,0.4814,0.5038,0.3055,1,1,0
27.png,Kuples/Copper,Kuples/Copper,,0.6413,0.5002,NOISE,0.4284,0.4392,0.441,0.5002,0.141,1,1,0
27.png,Mangen/Manganese,Mangen/Manganese,,0.611,0.4588,NOISE,0.3907,0.3953,0.3951,0.4588,0.1523,1,1,0
27.png,Chrom/Chromium,Chrom/Chromium,,0.8017,0.4814,NOISE,0.454,0.4172,0.4405,0.4814,0.3203,1,1,0
27.png,Sefee/Selenium,Sefee/Selenium 896 µg,,0.6019,0.4575,CONTEXT,0.4419,0.435,0.4575,0.3964,0.1445,1,1,0
27.png,Vitamin D,Vitamin D 251 g 456 %,,0.6776,0.5193,NOISE,0.4441,0.4372,0.5188,0.5193,0.1582,1,1,1
27.png,*RDAaccording to Eu,*RDAaccording to Eu,,0.4861,0.4993,NOISE,0.4262,0.3952,0.4906,0.4993,-0.0132,0,0,0
30.png,AUS,AUS,,0.4771,0.5879,NOISE,0.359,0.3257,0.3886,0.5879,-0.1108,0,0,0
30.png,NUTRITION INFORMATION,NUTRITION INFORMATION,,0.6563,0.6455,CONTEXT,0.4889,0.4545,0.6455,0.6189,0.0107,0,0,0
30.png,TYPICALVALUES,TYPICALVALUES,,0.4979,0.5182,QUANTITY,0.5182,0.4615,0.4296,0.4746,-0.0203,0,0,0
30.png,ENERGY kJ/kcal,ENERGY kJ/kcal 1649 391,,0.6293,0.5576,UNIT,0.4293,0.5576,0.4459,0.434,0.0717,1,0,0
30.png,PROTEIN (g),PROTEIN (g) 4.8,,0.6723,0.4842,UNIT,0.4387,0.4842,0.4788,0.4546,0.1881,1,1,1
30.png,FAT: (g),FAT: (g) 9.1,,0.6611,0.4628,QUANTITY,0.4628,0.4477,0.43,0.4456,0.1983,1,1,0
30.png,- SATURATED FAT (g,- SATURATED FAT (g 4.9,,0.6431,0.466,CONTEXT,0.4481,0.4106,0.466,0.4608,0.1771,1,1,0
30.png,carbohydrate,carbohydrate 71,,0.6657,0.4727,NOISE,0.3919,0.347,0.4017,0.4727,0.1929,1,1,1
30.png,- SUGARS (g),- SUGARS (g) 35,,0.6674,0.5182,NOISE,0.4693,0.4766,0.4839,0.5182,0.1492,1,1,0
30.png,dietary fibre,dietary fibre 2.0 3.6,,0.6575,0.5024,CONTEXT,0.4385,0.4234,0.5024,0.4924,0.1551,1,1,0
30.png,SODIUM (mg),SODIUM (mg) 70 130,,0.5728,0.48,CONTEXT,0.4256,0.4731,0.48,0.4175,0.0929,1,0,0
33.png,Energie/ energy kJ (kcal),Energie/ energy kJ (kcal) 1660 (390) 1245 (293),,0.6688,0.6061,UNIT,0.4297,0.6061,0.4346,0.4285,0.0627,1,0,0
33.png,Fett/fat,Fett/fat 0 g 0 g,,0.7267,0.4973,CONTEXT,0.4647,0.4876,0.4973,0.4481,0.2294,1,1,0
33.png,davon gesattigte Fettsauren/,davon gesattigte Fettsauren/ 0 g 0 g,,0.6629,0.4822,CONTEXT,0.4342,0.4113,0.4822,0.4573,0.1807,1,1,0
33.png,of which saturates,of which saturates,,1.0,0.4551,NOISE,0.3902,0.3778,0.4067,0.4551,0.5449,1,1,0
33.png,Kohlenhydrate/carbohydrates,Kohlenhydrate/carbohydrates 97 g 73 g,,0.697,0.5355,UNIT,0.4792,0.5355,0.512,0.4885,0.1616,1,1,0
33.png,davonZuckerarten/,davonZuckerarten/ 56 g 42 g,,0.624,0.4674,QUANTITY,0.4674,0.4388,0.442,0.4526,0.1565,1,1,1
33.png,of which sugars,of which sugars,,1.0,0.5188,NOISE,0.4306,0.3772,0.4119,0.5188,0.4812,1,1,0
33.png,Eiweiss/protein,Eiweiss/protein 0 g 0 g,,0.67,0.4753,CONTEXT,0.4208,0.4384,0.4753,0.4443,0.1946,1,1,0
33.png,Salz/salt,Salz/salt 0.53 g 0.40 g,,0.7998,0.5142,UNIT,0.4762,0.5142,0.4892,0.4514,0.2856,1,1,0
33.png,Mineralstoffe/minerals,Mineralstoffe/minerals %NRV* %NRV*,,0.5027,0.6174,NOISE,0.5342,0.4911,0.4684,0.6174,-0.1147,0,0,0
33.png,Natrium/sodium,Natrium/sodium 210 mg 158 mg,,0.6222,0.515,UNIT,0.4958,0.515,0.5079,0.4416,0.1073,1,1,0
33.png,Calcium,Calcium 35 mg 4% 26 mg 3%,,0.6753,0.5141,UNIT,0.4146,0.5141,0.4941,0.4665,0.1612,1,1,1
33.png,Magnesium,Magnesium 25 mg 7% 19 mg 5%,,0.6587,0.4951,CONTEXT,0.4342,0.4902,0.4951,0.4902,0.1636,1,1,1
33.png,Kalium/potassium,Kalium/potassium 55 mg 3% 41 mg,,0.6435,0.499,UNIT,0.4114,0.499,0.4787,0.4616,0.1445,1,1,0
33.png,Chlorid/chlorure,Chlorid/chlorure 140 mg 105 mg,,0.5645,0.5487,CONTEXT,0.4557,0.5198,0.5487,0.4556,0.0158,1,0,0
34.png,ILTH,ILTH,,0.447,0.3941,UNIT,0.3097,0.3941,0.362,0.382,0.0529,0,0,0
34.png,Per,Nutritional Per Per 25g,,0.632,0.5216,CONTEXT,0.4728,0.458,0.5216,0.4967,0.1104,0,1,0
34.png,Nutritional,Nutritional Per Per 25g,,0.632,0.5216,CONTEXT,0.4728,0.458,0.5216,0.4967,0.1104,0,1,0
34.png,th,th,,0.5582,0.5412,NOISE,0.4013,0.3421,0.396,0.5412,0.017,0,0,0
34.png,serving,Information 100g serving,,0.5579,0.572,CONTEXT,0.5098,0.494,0.572,0.5438,-0.0141,0,0,0
34.png,Information,Information 100g serving,,0.5579,0.572,CONTEXT,0.5098,0.494,0.572,0.5438,-0.0141,0,0,0
34.png,Energy,Energy,,1.0,0.5508,UNIT,0.4548,0.5508,0.4369,0.5198,0.4492,1,1,1
34.png,Fat,Fat 0 g 0 g,,0.721,0.5186,QUANTITY,0.5186,0.4865,0.4991,0.4733,0.2024,1,1,1
34.png,Carbohydrate,Carbohydrate 80 g 20 g,,0.6798,0.5203,NOISE,0.4918,0.5174,0.4958,0.5203,0.1595,1,1,1
34.png,of which sugars,of which sugars 77 g 19 g,,0.6877,0.4341,CONTEXT,0.4278,0.4263,0.4341,0.4334,0.2537,1,1,0
34.png,Fibre,Fibre 5 g 1.2 g,,0.6819,0.4823,UNIT,0.4308,0.4823,0.4586,0.4251,0.1996,1,1,1
34.png,Protein,C Protein 0 g 0 g,,0.606,0.4765,CONTEXT,0.4127,0.4463,0.4765,0.3929,0.1295,1,1,1
34.png,Salt,Salt 3.5 g 0.9 g,,0.7599,0.5175,UNIT,0.4801,0.5175,0.4936,0.4861,0.2424,1,1,1
34.png,RDA,Minerals minerals RDA,,0.4892,0.44,UNIT,0.4279,0.44,0.4304,0.4351,0.0492,0,0,0
34.png,minerals,Minerals minerals RDA,,0.4892,0.44,UNIT,0.4279,0.44,0.4304,0.4351,0.0492,0,0,0
34.png,Minerals,Minerals minerals RDA,,0.4892,0.44,UNIT,0.4279,0.44,0.4304,0.4351,0.0492,0,0,0
34.png,Calcium,Calcium 400 mg 100 mg 13%,,0.733,0.4888,NOISE,0.4369,0.4798,0.474,0.4888,0.2442,1,1,1
34.png,Potassium,Potassium 400 mg 100 mg 5%,,0.7525,0.5059,CONTEXT,0.4394,0.4535,0.5059,0.482,0.2466,1,1,1
34.png,Magnesium,S Magnesium 100 mg 25 mg 7%,,0.6852,0.5074,NOISE,0.4139,0.464,0.4628,0.5074,0.1777,1,1,1
34.png,Zinc,Zinc 2.6 mg 0.7 mg 7%,,0.6922,0.4997,CONTEXT,0.4501,0.4879,0.4997,0.4728,0.1925,1,1,1
34.png,vitamins,Vitamins vitamins,,0.6866,0.5502,NOISE,0.5238,0.4822,0.4991,0.5502,0.1365,0,1,0
34.png,Vitamins,Vitamins vitamins,,0.6866,0.5502,NOISE,0.5238,0.4822,0.4991,0.5502,0.1365,0,1,0
34.png,B3,B3 12 mg 3.0 mg 19%,,0.6392,0.5056,NOISE,0.4315,0.456,0.49,0.5056,0.1336,1,1,1
34.png,B6,B6 3.2 mg 0.8 mg 57%,,0.6361,0.5156,NOISE,0.4412,0.4702,0.5093,0.5156,0.1206,1,1,1
34.png,B5,B5 2.9 mg 0.7 mg 12%,,0.7164,0.5091,CONTEXT,0.4608,0.4623,0.5091,0.4854,0.2073,1,1,1
34.png,B1,B1 0.8 mg 0.2 mg 18%,,0.6302,0.4963,CONTEXT,0.4504,0.4737,0.4963,0.4843,0.1339,1,1,1
34.png,B2,B2 0.8 mg 0.2 mg 14%,,0.6672,0.4954,CONTEXT,0.4435,0.4612,0.4954,0.4954,0.1718,1,1,1
34.png,Folic acid,Folic acid 34 ug 8.4 ug 4%,,0.71,0.4602,CONTEXT,0.4024,0.4087,0.4602,0.4179,0.2497,1,1,0
34.png,B12,B12 3.5 ug 0.9 ug 35%,,0.6922,0.5228,CONTEXT,0.4854,0.449,0.5228,0.5062,0.1694,1,1,1
35.jpeg,Zusammensetzung,Zusammensetzung pro 100g pro3Tabletten/(NRV) 225 mg,,0.5115,0.5093,NOISE,0.444,0.3561,0.4789,0.5093,0.0022,0,0,0
35.jpeg,Magnesium,Magnesium 4.7 g 100.8 mg,,0.7207,0.5512,UNIT,0.5013,0.5512,0.5096,0.4506,0.1695,1,1,1
35.jpeg,Vitamin C,Vitamin C 2.1 g,,0.7558,0.4927,CONTEXT,0.4471,0.4719,0.4927,0.4514,0.2631,1,1,1
41.png,UK,UK,,0.5362,0.4813,NOISE,0.3799,0.3827,0.3999,0.4813,0.0548,0,0,0
41.png,NUTRITION INFO,NUTRITION INFO,,0.6684,0.6332,CONTEXT,0.487,0.4345,0.6332,0.6192,0.0352,0,0,0
41.png,ENERGY,ENERGY 612 144 kJ kcal,,0.6902,0.5232,UNIT,0.4297,0.5232,0.4461,0.4591,0.167,1,1,1
41.png,FAT,FAT 0 g,,0.6831,0.4747,QUANTITY,0.4747,0.4203,0.4437,0.44,0.2084,1,1,1
41.png,OFWHICH,OFWHICH,,0.4058,0.3974,NOISE,0.3021,0.2733,0.3087,0.3974,0.0084,0,0,0
41.png,SATURATES,SATURATES 0 g,,0.6382,0.4812,CONTEXT,0.427,0.3849,0.4812,0.4491,0.157,1,1,1
41.png,CARBOHYDRATE,CARBOHYDRATE,,0.8042,0.5366,NOISE,0.454,0.4369,0.4708,0.5366,0.2676,1,1,1
41.png,OFWHICH SUGARS,OFWHICH SUGARS,,0.5703,0.4423,NOISE,0.3194,0.2832,0.366,0.4423,0.1281,1,1,0
41.png,PROTEIN,PROTEIN,,0.8345,0.5791,NOISE,0.4278,0.4045,0.5042,0.5791,0.2554,1,1,1
41.png,SALT,SALT 0.10 g,,0.7851,0.5193,QUANTITY,0.5193,0.4572,0.4847,0.4952,0.2659,1,1,1
42.png,AUS,AUS,,0.4771,0.5879,NOISE,0.359,0.3257,0.3886,0.5879,-0.1108,0,0,0
42.png,1 SERV.47g MAKES 500ml,1 SERV.47g MAKES 500ml,,0.547,0.5113,CONTEXT,0.416,0.4216,0.5113,0.4412,0.0357,0,0,0
42.png,TYPICALVALUES,TYPICALVALUES PER SERVE.47g 100g,,0.5476,0.5771,CONTEXT,0.4962,0.466,0.5771,0.4704,-0.0294,0,0,0
42.png,ENERGYKJ/KCAL,ENERGYKJ/KCAL 736 176,,0.5546,0.5047,UNIT,0.4066,0.5047,0.4669,0.4777,0.0499,1,0,0
42.png,protein,protein 0,,0.7503,0.4579,NOISE,0.4286,0.3843,0.4448,0.4579,0.2924,1,1,1
42.png,FAT (g),FAT (g) 0,,0.6544,0.4784,QUANTITY,0.4784,0.4432,0.4269,0.4179,0.1761,1,1,0
42.png,- SATURATED FAT (g),- SATURATED FAT (g),,0.6478,0.4584,NOISE,0.4431,0.4353,0.4485,0.4584,0.1894,1,1,0
42.png,carbohydrate,carbohydrate 94,,0.6687,0.4854,NOISE,0.3992,0.3583,0.3985,0.4854,0.1833,1,1,1
42.png,SUGARS(g),SUGARS(g),,0.7332,0.5022,NOISE,0.4328,0.47,0.4685,0.5022,0.231,1,1,1
42.png,dietary fibre,dietary fibre,,0.7529,0.5579,CONTEXT,0.4548,0.4078,0.5579,0.5269,0.195,1,1,0
42.png,SODIUM (mg),SODIUM (mg) 240,,0.597,0.4579,UNIT,0.434,0.4579,0.4358,0.3764,0.1391,1,1,0
51.png,Nutrition Information per  Nahrwertangaben pro Informations,Nutrition Information per  Nahrwertangaben pro Informations,,0.5648,0.5635,CONTEXT,0.4995,0.4301,0.5635,0.5003,0.0013,0,0,0
51.png,nutritionnelles parVoedingswaarde informatie per,nutritionnelles parVoedingswaarde informatie per 100g,,0.5603,0.5568,CONTEXT,0.4737,0.4826,0.5568,0.4876,0.0035,0,0,0
51.png,EnergyEnergie kJ(kcal),EnergyEnergie kJ(kcal),,0.6389,0.5977,UNIT,0.4063,0.5977,0.4062,0.4151,0.0413,0,0,0
51.png,Fat Fett Matieres grassesVetten,Fat Fett Matieres grassesVetten,,0.622,0.4288,NOISE,0.3801,0.36,0.3584,0.4288,0.1932,1,1,0
51.png,-of which saturatesdavon gesättigte Feltsauren,-of which saturatesdavon gesättigte Feltsauren,,0.7435,0.4364,NOISE,0.3819,0.353,0.4246,0.4364,0.3071,1,1,0
51.png,dont acides gras saturéswaarvan verzadigde vetzuren,dont acides gras saturéswaarvan verzadigde vetzuren,,0.6376,0.3817,CONTEXT,0.3778,0.3403,0.3817,0.3817,0.256,1,1,0
51.png,CarbohydrateKohlenhydrateGlucidesKoolhydraten,CarbohydrateKohlenhydrateGlucidesKoolhydraten,,0.7349,0.4563,UNIT,0.4301,0.4563,0.4031,0.4546,0.2786,0,1,0
51.png,-of which sugarsdavon Zuckerdont sucreswaarvan suikers,-of which sugarsdavon Zuckerdont sucreswaarvan suikers,,0.7623,0.4363,NOISE,0.4284,0.3959,0.4097,0.4363,0.326,1,1,0
51.png,ProteinEiweiBProtéinesElwitten,ProteinEiweiBProtéinesElwitten,,0.6686,0.4254,NOISE,0.335,0.3565,0.3941,0.4254,0.2432,0,1,0
51.png,SaltSalzSelZout,SaltSalzSelZout,,0.6661,0.5207,NOISE,0.3403,0.3448,0.4141,0.5207,0.1454,0,1,0
51.png,Vitamin B1:VitamineB6,Vitamin B1:VitamineB6,,0.6514,0.4487,CONTEXT,0.3844,0.3958,0.4487,0.3985,0.2027,1,1,0
51.png,ng,0.35 ng,,0.6608,0.4832,QUANTITY,0.4832,0.4524,0.4503,0.468,0.1776,0,1,0
53.png,Nutrition Information perNährwertangaben proInformations,Nutrition Information perNährwertangaben proInformations,,0.5466,0.5702,CONTEXT,0.4525,0.4141,0.5702,0.4748,-0.0237,0,0,0
53.png,nutritionnelles par Voedingswaarde informatie per,nutritionnelles par Voedingswaarde informatie per,,0.5723,0.5762,CONTEXT,0.4643,0.409,0.5762,0.4693,-0.0039,0,0,0
53.png,Energy  Energie kJ (kcal),Energy  Energie kJ (kcal),,0.6548,0.6034,UNIT,0.4073,0.6034,0.3638,0.3914,0.0514,1,0,0
53.png,Fat |Fett |Matieres grasses |Vetten,Fat |Fett |Matieres grasses |Vetten,,0.6452,0.4834,NOISE,0.4646,0.4526,0.4297,0.4834,0.1618,1,1,0
53.png,- of which saturates I davon gesättigte Fettsäuren,- of which saturates I davon gesättigte Fettsäuren,,0.8029,0.4473,CONTEXT,0.4053,0.3655,0.4473,0.4265,0.3556,1,1,0
53.png,dont acides gras saturés waarvan verzadigde vetzuren,dont acides gras saturés waarvan verzadigde vetzuren,,0.6609,0.4042,NOISE,0.3737,0.3266,0.3883,0.4042,0.2568,1,1,0
