image_id,nutrient,gold_value,detected,below,above,category
33.png,saturatedfats,0.0,1,1,1,A_recovered_below
33.png,carbohydrate,73.0,1,0,1,B_only_above
33.png,sugars,42.0,1,0,0,C_detected_unmatched
33.png,protein,0.0,1,1,1,A_recovered_below
33.png,salt,0.4,1,0,1,B_only_above
33.png,sodium,158.0,1,0,1,B_only_above
33.png,calcium,26.0,1,0,1,B_only_above
33.png,magnesium,19.0,1,0,1,B_only_above
33.png,potassium,41.0,1,0,1,B_only_above
33.png,chloride,105.0,1,0,1,B_only_above
34.png,energy,1356.0,1,1,0,A_recovered_below
34.png,energy,319.0,1,1,0,A_recovered_below
34.png,fat,0.0,1,1,1,A_recovered_below
34.png,carbohydrate,80.0,1,1,0,A_recovered_below
34.png,sugars,77.0,1,1,0,A_recovered_below
34.png,fibre,5.0,1,1,0,A_recovered_below
34.png,protein,0.0,1,1,0,A_recovered_below
34.png,salt,3.5,1,1,1,A_recovered_below
34.png,calcium,400.0,1,1,0,A_recovered_below
34.png,potassium,400.0,1,1,0,A_recovered_below
34.png,magnesium,100.0,1,1,0,A_recovered_below
34.png,zinc,2.6,1,1,0,A_recovered_below
34.png,vitaminc,72.0,1,1,1,A_recovered_below
34.png,niacin,12.0,1,1,0,A_recovered_below
34.png,vitaminb6,3.2,1,1,0,A_recovered_below
34.png,pantothenicacid,2.9,1,1,0,A_recovered_below
34.png,vitaminb1,0.8,1,1,0,A_recovered_below
34.png,vitaminb2,0.8,1,1,0,A_recovered_below
34.png,folicacid,34.0,1,1,0,A_recovered_below
34.png,vitaminb12,3.5,1,1,0,A_recovered_below
34.png,energy,339.0,1,1,0,A_recovered_below
34.png,energy,80.0,1,1,0,A_recovered_below
34.png,fat,0.0,1,1,1,A_recovered_below
34.png,carbohydrate,20.0,1,1,0,A_recovered_below
34.png,sugars,19.0,1,1,0,A_recovered_below
34.png,fibre,1.2,1,1,0,A_recovered_below
34.png,protein,0.0,1,1,0,A_recovered_below
34.png,salt,0.9,1,1,1,A_recovered_below
34.png,calcium,100.0,1,1,0,A_recovered_below
34.png,potassium,100.0,1,1,0,A_recovered_below
34.png,magnesium,25.0,1,1,0,A_recovered_below
34.png,zinc,0.7,1,1,1,A_recovered_below
34.png,vitaminc,18.0,1,1,1,A_recovered_below
34.png,niacin,3.0,1,1,0,A_recovered_below
34.png,vitaminb6,0.8,1,1,0,A_recovered_below
34.png,pantothenicacid,0.7,1,1,0,A_recovered_below
34.png,vitaminb1,0.2,1,1,1,A_recovered_below
34.png,vitaminb2,0.2,1,1,0,A_recovered_below
34.png,folicacid,8.4,1,1,0,A_recovered_below
34.png,vitaminb12,0.9,1,1,1,A_recovered_below
35.jpeg,magnesium,4.7,1,1,0,A_recovered_below
35.jpeg,vitaminc,2.1,1,0,1,B_only_above
35.jpeg,magnesium,225.0,0,0,0,D_not_detected_DROP
35.jpeg,vitaminc,100.8,0,0,0,D_not_detected_DROP
4.png,energy,952.0,0,0,0,D_not_detected_DROP
4.png,energy,224.0,0,0,0,D_not_detected_DROP
4.png,fat,0.0,1,1,1,A_recovered_below
4.png,saturatedfats,0.0,1,1,1,A_recovered_below
4.png,carbohydrate,56.0,1,1,1,A_recovered_below
4.png,sugars,6.7,1,1,0,A_recovered_below
4.png,protein,0.1,0,0,0,D_not_detected_DROP
4.png,salt,0.12,1,1,1,A_recovered_below
41.png,energy,612.0,0,0,0,D_not_detected_DROP
41.png,energy,144.0,0,0,0,D_not_detected_DROP
41.png,fat,0.0,1,1,1,A_recovered_below
41.png,saturatedfats,0.0,1,1,1,A_recovered_below
41.png,carbohydrate,36.0,0,0,0,D_not_detected_DROP
41.png,sugars,4.5,0,0,0,D_not_detected_DROP
41.png,protein,0.0,1,1,0,A_recovered_below
41.png,salt,0.1,1,0,1,B_only_above
42.png,energy,736.0,1,1,0,A_recovered_below
42.png,energy,176.0,1,1,0,A_recovered_below
42.png,protein,0.0,1,1,1,A_recovered_below
42.png,fat,0.0,1,1,1,A_recovered_below
42.png,saturatedfats,0.0,1,1,1,A_recovered_below
42.png,carbohydrate,44.0,0,0,0,D_not_detected_DROP
42.png,sugars,18.0,0,0,0,D_not_detected_DROP
42.png,fibre,0.0,1,0,1,B_only_above
42.png,sodium,240.0,1,1,0,A_recovered_below
42.png,energy,1567.0,1,1,0,A_recovered_below
42.png,energy,374.0,1,1,0,A_recovered_below
42.png,protein,0.1,1,0,1,B_only_above
42.png,fat,0.0,1,1,1,A_recovered_below
42.png,saturatedfats,0.0,1,1,1,A_recovered_below
42.png,carbohydrate,94.0,1,1,0,A_recovered_below
42.png,sugars,38.0,1,0,1,B_only_above
42.png,fibre,0.0,1,0,1,B_only_above
42.png,sodium,500.0,1,0,1,B_only_above
45_1.png,energy,736.0,1,1,0,A_recovered_below
45_1.png,energy,176.0,1,1,0,A_recovered_below
45_1.png,protein,0.0,1,1,1,A_recovered_below
45_1.png,fat,0.0,1,1,1,A_recovered_below
45_1.png,saturatedfats,0.0,1,1,1,A_recovered_below
45_1.png,carbohydrate,44.0,0,0,0,D_not_detected_DROP
45_1.png,sugars,18.0,0,0,0,D_not_detected_DROP
45_1.png,fibre,0.0,1,1,1,A_recovered_below
45_1.png,sodium,240.0,1,1,0,A_recovered_below
45_1.png,energy,1567.0,1,1,0,A_recovered_below
45_1.png,energy,374.0,1,0,1,B_only_above
45_1.png,protein,0.1,1,0,1,B_only_above
45_1.png,fat,0.0,1,1,1,A_recovered_below
45_1.png,saturatedfats,0.0,1,1,1,A_recovered_below
45_1.png,carbohydrate,94.0,0,0,0,D_not_detected_DROP
45_1.png,sugars,38.0,0,0,0,D_not_detected_DROP
45_1.png,fibre,0.0,1,1,1,A_recovered_below
45_1.png,sodium,500.0,1,0,1,B_only_above
45_2.png,energy,1567.0,0,0,0,D_not_detected_DROP
45_2.png,energy,374.0,0,0,0,D_not_detected_DROP
45_2.png,fat,0.0,1,0,1,B_only_above
45_2.png,saturatedfats,0.0,1,0,1,B_only_above
45_2.png,carbohydrate,94.0,1,1,0,A_recovered_below
45_2.png,sugars,38.0,1,1,0,A_recovered_below
45_2.png,protein,0.1,1,0,1,B_only_above
45_2.png,salt,1.3,1,0,1,B_only_above
51.png,energy,1541.0,1,1,0,A_recovered_below
51.png,energy,363.0,0,0,0,D_not_detected_DROP
51.png,fat,0.5,1,1,1,A_recovered_below
51.png,saturatedfats,0.5,1,0,0,C_detected_unmatched
51.png,carbohydrate,84.0,1,1,0,A_recovered_below
51.png,sugars,62.0,1,1,0,A_recovered_below
51.png,protein,6.7,1,1,0,A_recovered_below
51.png,salt,0.13,1,0,0,C_detected_unmatched
51.png,vitaminb6,0.35,0,0,0,D_not_detected_DROP
51.png,energy,925.0,1,0,1,B_only_above
51.png,energy,218.0,0,0,0,D_not_detected_DROP
51.png,fat,0.5,1,1,1,A_recovered_below
51.png,saturatedfats,0.5,1,0,0,C_detected_unmatched
51.png,carbohydrate,50.0,1,0,1,B_only_above
51.png,sugars,37.0,1,1,0,A_recovered_below
51.png,protein,4.0,1,0,1,B_only_above
51.png,salt,0.08,1,0,0,C_detected_unmatched
51.png,vitaminb6,0.21,1,0,0,C_detected_unmatched
53.png,energy,1541.0,1,0,1,B_only_above
53.png,energy,363.0,0,0,0,D_not_detected_DROP
53.png,fat,0.5,1,1,1,A_recovered_below
53.png,saturatedfats,0.5,1,0,0,C_detected_unmatched
53.png,carbohydrate,84.0,1,1,0,A_recovered_below
53.png,sugars,62.0,1,1,0,A_recovered_below
53.png,protein,6.7,1,1,0,A_recovered_below
53.png,salt,0.13,1,0,0,C_detected_unmatched
53.png,vitaminb6,0.35,1,1,0,A_recovered_below
53.png,energy,925.0,1,0,1,B_only_above
53.png,energy,218.0,0,0,0,D_not_detected_DROP
53.png,fat,0.5,1,1,1,A_recovered_below
53.png,saturatedfats,0.5,1,0,0,C_detected_unmatched
53.png,carbohydrate,50.0,1,0,1,B_only_above
53.png,sugars,37.0,1,0,1,B_only_above
53.png,protein,4.0,1,0,1,B_only_above
53.png,salt,0.08,1,0,0,C_detected_unmatched
53.png,vitaminb6,0.21,1,0,1,B_only_above
56.jpeg,energy,383.0,0,0,0,D_not_detected_DROP
56.jpeg,energy,1604.0,1,0,0,C_detected_unmatched
56.jpeg,protein,83.0,1,1,0,A_recovered_below
56.jpeg,carbohydrate,3.67,1,0,0,C_detected_unmatched
56.jpeg,fat,4.3,1,1,0,A_recovered_below
56.jpeg,energy,23.0,0,0,0,D_not_detected_DROP
56.jpeg,energy,96.2,1,0,0,C_detected_unmatched
56.jpeg,protein,4.99,0,0,0,D_not_detected_DROP
56.jpeg,carbohydrate,0.22,0,0,0,D_not_detected_DROP
56.jpeg,fat,0.26,0,0,0,D_not_detected_DROP
57.jpeg,energy,383.0,1,0,0,C_detected_unmatched
57.jpeg,energy,1604.0,1,0,0,C_detected_unmatched
57.jpeg,protein,83.0,1,1,0,A_recovered_below
57.jpeg,carbohydrate,3.67,1,0,0,C_detected_unmatched
57.jpeg,fat,4.3,0,0,0,D_not_detected_DROP
57.jpeg,energy,23.0,1,0,0,C_detected_unmatched
57.jpeg,energy,96.2,1,0,0,C_detected_unmatched
57.jpeg,protein,4.99,1,0,1,B_only_above
57.jpeg,carbohydrate,0.22,0,0,0,D_not_detected_DROP
57.jpeg,fat,0.26,1,0,1,B_only_above
59.png,energy,1391.0,1,1,0,A_recovered_below
59.png,energy,330.0,0,0,0,D_not_detected_DROP
59.png,protein,0.7,1,1,0,A_recovered_below
59.png,carbohydrate,66.6,1,1,0,A_recovered_below
59.png,sugars,64.4,1,1,0,A_recovered_below
59.png,fructose,63.7,0,0,0,D_not_detected_DROP
59.png,fat,0.3,1,1,0,A_recovered_below
59.png,saturatedfats,0.3,1,1,0,A_recovered_below
59.png,fibre,25.0,1,1,0,A_recovered_below
59.png,sodium,0.1,1,1,0,A_recovered_below
59.png,selenium,150.0,1,1,0,A_recovered_below
59.png,vitaminc,300.0,1,1,0,A_recovered_below
59.png,vitamine,50.0,0,0,0,D_not_detected_DROP
59.png,vitamina,1667.0,0,0,0,D_not_detected_DROP
59.png,energy,278.0,1,0,1,B_only_above
59.png,energy,66.0,0,0,0,D_not_detected_DROP
59.png,protein,0.14,1,0,1,B_only_above
59.png,carbohydrate,13.3,1,0,1,B_only_above
59.png,sugars,12.9,1,0,1,B_only_above
59.png,fructose,12.7,1,0,0,C_detected_unmatched
59.png,fat,0.1,1,1,1,A_recovered_below
59.png,saturatedfats,0.1,1,1,1,A_recovered_below
59.png,fibre,5.0,1,0,1,B_only_above
59.png,sodium,0.02,1,0,1,B_only_above
59.png,selenium,30.0,1,0,1,B_only_above
59.png,vitaminc,60.0,1,0,1,B_only_above
59.png,vitamine,10.0,0,0,0,D_not_detected_DROP
59.png,vitamina,333.0,0,0,0,D_not_detected_DROP
6.png,vitaminc,28.0,1,1,0,A_recovered_below
6.png,magnesium,56.0,1,1,0,A_recovered_below
6.png,potassium,70.0,1,1,0,A_recovered_below
6.png,calcium,9.0,1,0,1,B_only_above
6.png,sodium,200.0,1,0,1,B_only_above
6.png,greentea,1.0,1,1,0,A_recovered_below
61.png,energy,427.0,1,1,0,A_recovered_below
61.png,energy,102.0,1,1,0,A_recovered_below
61.png,fat,0.0,1,1,1,A_recovered_below
61.png,saturatedfats,0.0,1,1,1,A_recovered_below
61.png,carbohydrate,25.3,1,1,0,A_recovered_below
61.png,sugars,14.6,1,1,0,A_recovered_below
61.png,protein,0.2,1,1,0,A_recovered_below
61.png,salt,0.52,1,0,1,B_only_above
61.png,magnesium,75.0,1,1,0,A_recovered_below
61.png,potassium,100.0,1,1,0,A_recovered_below
61.png,calcium,50.0,1,1,0,A_recovered_below
61.png,energy,1424.0,1,0,1,B_only_above
61.png,energy,341.0,1,0,1,B_only_above
61.png,fat,0.0,1,1,1,A_recovered_below
61.png,saturatedfats,0.0,1,1,1,A_recovered_below
61.png,carbohydrate,84.4,1,0,1,B_only_above
61.png,sugars,48.7,1,1,0,A_recovered_below
61.png,protein,0.6,1,0,1,B_only_above
61.png,salt,1.73,1,0,1,B_only_above
61.png,magnesium,250.0,1,0,1,B_only_above
61.png,potassium,333.3,1,0,1,B_only_above
61.png,calcium,166.7,1,0,1,B_only_above
63.png,energy,427.0,1,1,0,A_recovered_below
63.png,energy,102.0,1,1,0,A_recovered_below
63.png,fat,0.0,1,1,1,A_recovered_below
63.png,saturatedfats,0.0,1,1,1,A_recovered_below
63.png,carbohydrate,25.3,1,1,0,A_recovered_below
63.png,sugars,14.6,1,1,0,A_recovered_below
63.png,protein,0.2,1,1,0,A_recovered_below
63.png,salt,0.52,1,0,1,B_only_above
63.png,magnesium,75.0,1,1,0,A_recovered_below
63.png,potassium,100.0,1,1,0,A_recovered_below
63.png,calcium,50.0,1,1,0,A_recovered_below
63.png,energy,1424.0,1,0,1,B_only_above
63.png,energy,341.0,1,0,1,B_only_above
63.png,fat,0.0,1,1,1,A_recovered_below
63.png,saturatedfats,0.0,1,1,1,A_recovered_below
63.png,carbohydrate,84.4,1,0,1,B_only_above
63.png,sugars,48.7,1,1,0,A_recovered_below
63.png,protein,0.6,1,0,1,B_only_above
63.png,salt,1.73,1,0,1,B_only_above
63.png,magnesium,250.0,1,0,1,B_only_above
63.png,potassium,333.3,0,0,0,D_not_detected_DROP
63.png,calcium,166.7,1,0,1,B_only_above
64.png,vitaminc,50.0,1,0,1,B_only_above
64.png,vitaminb2,0.6,1,1,0,A_recovered_below
64.png,niacin,7.0,1,0,1,B_only_above
64.png,vitaminb6,0.6,1,1,0,A_recovered_below
64.png,folicacid,80.0,1,1,0,A_recovered_below
64.png,vitaminb12,2.0,1,1,0,A_recovered_below
64.png,pantothenicacid,2.5,1,1,0,A_recovered_below
64.png,zinc,3.0,1,0,1,B_only_above
67.jpeg,colecalciferol,25.0,0,0,0,D_not_detected_DROP
67.jpeg,vitamind3,1000.0,0,0,0,D_not_detected_DROP
67.jpeg,colecalciferol,0.025,0,0,0,D_not_detected_DROP
67.jpeg,vitamind3,1000.0,0,0,0,D_not_detected_DROP
68.jpeg,energy,1578.0,1,0,0,C_detected_unmatched
68.jpeg,energy,372.0,0,0,0,D_not_detected_DROP
68.jpeg,fat,0.6,0,0,0,D_not_detected_DROP
68.jpeg,saturatedfats,0.5,0,0,0,D_not_detected_DROP
68.jpeg,carbohydrate,5.2,0,0,0,D_not_detected_DROP
68.jpeg,sugars,2.1,0,0,0,D_not_detected_DROP
68.jpeg,protein,84.0,0,0,0,D_not_detected_DROP
68.jpeg,salt,0.42,0,0,0,D_not_detected_DROP
68.jpeg,lvaline,5.7,0,0,0,D_not_detected_DROP
68.jpeg,lleucine,9.2,0,0,0,D_not_detected_DROP
68.jpeg,lisoleucine,6.2,0,0,0,D_not_detected_DROP
68.jpeg,llysine,8.8,0,0,0,D_not_detected_DROP
68.jpeg,lhistidine,1.5,0,0,0,D_not_detected_DROP
68.jpeg,lmethionine,2.0,1,0,0,C_detected_unmatched
68.jpeg,lphenylalanine,2.6,0,0,0,D_not_detected_DROP
68.jpeg,lthreonine,6.2,0,0,0,D_not_detected_DROP
68.jpeg,ltryptophan,1.6,0,0,0,D_not_detected_DROP
68.jpeg,energy,379.0,0,0,0,D_not_detected_DROP
68.jpeg,energy,89.0,0,0,0,D_not_detected_DROP
68.jpeg,fat,0.1,0,0,0,D_not_detected_DROP
68.jpeg,saturatedfats,0.1,0,0,0,D_not_detected_DROP
68.jpeg,carbohydrate,1.2,0,0,0,D_not_detected_DROP
68.jpeg,sugars,0.5,0,0,0,D_not_detected_DROP
68.jpeg,protein,20.0,0,0,0,D_not_detected_DROP
68.jpeg,salt,0.1,0,0,0,D_not_detected_DROP
68.jpeg,lvaline,1.4,0,0,0,D_not_detected_DROP
68.jpeg,lleucine,2.2,0,0,0,D_not_detected_DROP
68.jpeg,lisoleucine,1.5,0,0,0,D_not_detected_DROP
68.jpeg,llysine,2.1,0,0,0,D_not_detected_DROP
68.jpeg,lhistidine,357.0,0,0,0,D_not_detected_DROP
68.jpeg,lmethionine,472.0,0,0,0,D_not_detected_DROP
68.jpeg,lphenylalanine,629.0,0,0,0,D_not_detected_DROP
68.jpeg,lthreonine,1.5,0,0,0,D_not_detected_DROP
68.jpeg,ltryptophan,384.0,0,0,0,D_not_detected_DROP
78.jpeg,vitamind,50.0,0,0,0,D_not_detected_DROP
78.jpeg,vitamind,2000.0,0,0,0,D_not_detected_DROP
8.png,energy,892.0,0,0,0,D_not_detected_DROP
8.png,energy,213.0,0,0,0,D_not_detected_DROP
8.png,protein,2.2,1,1,0,A_recovered_below
8.png,fat,4.8,1,1,0,A_recovered_below
8.png,saturatedfats,3.4,0,0,0,D_not_detected_DROP
8.png,carbohydrate,41.0,0,0,0,D_not_detected_DROP
8.png,sugars,21.0,0,0,0,D_not_detected_DROP
8.png,fibre,1.9,0,0,0,D_not_detected_DROP
8.png,sodium,43.0,0,0,0,D_not_detected_DROP
8.png,energy,1486.0,0,0,0,D_not_detected_DROP
8.png,energy,355.0,0,0,0,D_not_detected_DROP
8.png,protein,3.7,1,0,1,B_only_above
8.png,fat,7.9,1,0,1,B_only_above
8.png,saturatedfats,5.7,0,0,0,D_not_detected_DROP
8.png,carbohydrate,69.0,0,0,0,D_not_detected_DROP
8.png,sugars,35.0,0,0,0,D_not_detected_DROP
8.png,fibre,3.2,0,0,0,D_not_detected_DROP
8.png,sodium,72.0,0,0,0,D_not_detected_DROP
82.jpeg,energy,0.0,0,0,0,D_not_detected_DROP
82.jpeg,energy,0.0,0,0,0,D_not_detected_DROP
82.jpeg,protein,0.0,0,0,0,D_not_detected_DROP
82.jpeg,carbohydrate,0.0,0,0,0,D_not_detected_DROP
82.jpeg,fat,0.0,0,0,0,D_not_detected_DROP
82.jpeg,creatinemonohydrate,100.0,0,0,0,D_not_detected_DROP
82.jpeg,energy,0.0,0,0,0,D_not_detected_DROP
82.jpeg,energy,0.0,0,0,0,D_not_detected_DROP
82.jpeg,protein,0.0,0,0,0,D_not_detected_DROP
82.jpeg,carbohydrate,0.0,0,0,0,D_not_detected_DROP
82.jpeg,fat,0.0,0,0,0,D_not_detected_DROP
82.jpeg,creatinemonohydrate,3.0,1,0,1,B_only_above
88.png,energy,234.0,0,0,0,D_not_detected_DROP
88.png,energy,55.0,0,0,0,D_not_detected_DROP
88.png,fat,0.7,0,0,0,D_not_detected_DROP
88.png,saturatedfats,0.5,1,1,0,A_recovered_below
88.png,carbohydrate,4.1,1,1,0,A_recovered_below
88.png,sugars,3.5,1,0,0,C_detected_unmatched
88.png,protein,8.0,1,1,0,A_recovered_below
88.png,salt,0.1,1,1,0,A_recovered_below
88.png,energy,772.0,0,0,0,D_not_detected_DROP
88.png,energy,181.0,0,0,0,D_not_detected_DROP
88.png,fat,2.3,1,0,1,B_only_above
88.png,saturatedfats,1.6,1,0,1,B_only_above
88.png,carbohydrate,13.0,1,0,1,B_only_above
88.png,sugars,11.0,1,0,0,C_detected_unmatched
88.png,protein,26.0,1,0,1,B_only_above
88.png,salt,0.33,1,0,1,B_only_above
9.jpeg,zinc,5.0,1,1,0,A_recovered_below
9.jpeg,vitaminc,30.0,1,1,0,A_recovered_below
9.jpeg,zinc,10.0,0,0,0,D_not_detected_DROP
9.jpeg,vitaminc,60.0,1,0,1,B_only_above
90.png,energy,192.0,1,1,0,A_recovered_below
90.png,energy,45.0,0,0,0,D_not_detected_DROP
90.png,fat,0.1,1,1,1,A_recovered_below
90.png,saturatedfats,0.1,1,1,1,A_recovered_below
90.png,carbohydrate,10.0,1,1,0,A_recovered_below
90.png,sugars,10.0,1,1,0,A_recovered_below
90.png,protein,0.1,1,1,1,A_recovered_below
90.png,salt,0.16,1,1,0,A_recovered_below
90.png,energy,115.0,1,0,1,B_only_above
90.png,energy,27.0,0,0,0,D_not_detected_DROP
90.png,fat,0.0,1,0,1,B_only_above
90.png,saturatedfats,0.0,1,0,1,B_only_above
90.png,carbohydrate,6.0,1,0,1,B_only_above
90.png,sugars,6.0,1,0,1,B_only_above
90.png,protein,0.1,1,1,1,A_recovered_below
90.png,salt,0.1,1,1,1,A_recovered_below
90.png,magnesium,56.0,0,0,0,D_not_detected_DROP
91.png,energy,234.0,1,1,0,A_recovered_below
91.png,energy,55.0,0,0,0,D_not_detected_DROP
91.png,fat,0.7,1,1,0,A_recovered_below
91.png,saturatedfats,0.5,1,1,0,A_recovered_below
91.png,carbohydrate,4.1,1,1,0,A_recovered_below
91.png,sugars,8.5,1,1,0,A_recovered_below
91.png,protein,8.0,1,1,0,A_recovered_below
91.png,salt,0.1,1,1,0,A_recovered_below
91.png,energy,772.0,1,0,1,B_only_above
91.png,energy,181.0,0,0,0,D_not_detected_DROP
91.png,fat,2.3,1,0,1,B_only_above
91.png,saturatedfats,1.6,1,0,1,B_only_above
91.png,carbohydrate,13.0,1,0,1,B_only_above
91.png,sugars,11.0,1,0,0,C_detected_unmatched
91.png,protein,26.0,1,0,0,C_detected_unmatched
91.png,salt,0.33,1,0,1,B_only_above
