image_id,gt_nutrient,pred_nutrient,gt_quantity,pred_quantity,gt_unit,pred_unit,gt_context,pred_context,nutrient_match,quantity_match,unit_match,context_match,full_match,eval_method,nutrient_reason,quantity_reason,unit_reason,context_reason
113.jpeg,KOHLENHYDRATE,KOHLENHYDRATE,7.7,3.1,g,g,per_100g,per_100g,True,False,True,True,False,fast,substring match,mismatch,alias match,alias match
113.jpeg,DAVON ZUCKER,DAVONGESATTIGTE FETTSAUREN,3.9,16,g,g,per_100g,per_100g,False,True,True,True,False,fast+llm,"The nutrient 'DAVON ZUCKER' does not match with the given context of 'per_100g'. The correct term should be '-davon Zucker', which refers to sugars derived from carbohydrates.","Both quantities are numerically different but within a plausible range for nutritional data per 100 grams, indicating they could match in the given context despite being expressed differently (3.9 vs 16).","The unit 'g' is not specified correctly; it should be either 'ug', 'mcg', or 'µg'. The provided quantity and units do not align with standard nutritional labeling formats.","Both nutrients are expressed per 100 grams, which matches the context."
113.jpeg,BALLASTSTOFFE,BALLASTSTOFFE,1.9,3.9,g,g,per_100g,per_100g,True,False,True,True,False,fast,substring match,mismatch,alias match,alias match
113.jpeg,EIWEIẞ,KOHLENHYDRATE,72.7,17,g,g,per_100g,per_100g,False,False,True,True,False,fast+llm,"EIWEIẞ refers to Protein, not COLOHENHYDRATE.",72.7 is measurably different from 17,g matches g correctly.,per_100g context match.
113.jpeg,SALZ,SALZ,0.53,72.7,g,g,per_100g,per_100g,True,False,True,True,False,fast,substring match,mismatch,alias match,alias match
113.jpeg,KOFFEIN,KOFFEIN,267,80,mg,mg,per_100g,per_100g,True,False,True,True,False,fast,substring match,mismatch,alias match,alias match
113.jpeg,ENERGIE kJ,BALLASTSTOFFE,464,1.9,kJ,g,per_serving (30 g PULVER IN 250ml WASSER),per_100g,False,False,True,False,False,fast+llm,ENERGIE kJ does not match BALLASTSTOFFE.,464 is measurably different from the expected quantity for Ballaststoffe per serving (1.9 g).,kJ matches with the given context units correctly interpreted as kJ.,per_serving does not match per_100g.
113.jpeg,ENERGIE kcal,SALZ,111,145,kcal,g,per_serving (30 g PULVER IN 250ml WASSER),per_100g,False,False,True,False,False,fast+llm,The nutrient 'ENERGIE kcal' does not match the expected nutrients listed in DOMAIN RULES.,"The quantity '111' is significantly different from any typical values for energy content per serving of a supplement label, which usually range between tens to hundreds at most.",kcal matches the unit specified in DOMAIN RULES correctly as kcal (kilocalories).,The context 'per_serving' does not match with any expected nutrient contexts listed.
114.jpeg,ENERGIE,ENERGIE,1541,,kJ,,per_100g,per_100g,True,False,False,True,False,fast,substring match,mismatch,mismatch,alias match
114.jpeg,ENERGIE,FETT,368,4.8,kcal,g,per_100g,per_100g,False,False,True,True,False,fast+llm,ENERGIE is not the same as FETT.,368 kcal and 4.8 g are measurably different quantities for energy content per 100g context.,kcal matches with kcal correctly interpreted from OCR errors.,
114.jpeg,FETT,FETT,4.8,148,g,g,per_100g,per_100g,True,False,True,True,False,fast,substring match,mismatch,alias match,alias match
114.jpeg,DAVON GESÄTTIGTE FETTSÄUREN,DAVONGESATTIGTEFETTSAUREN,3.3,3.3,g,g,per_100g,per_100g,False,True,True,True,False,fast+llm,The nutrient name 'DAVON GESÄTTIGTE FETTSÄUREN' is not a recognized nutritional term.,"Both quantities are the same, indicating no mismatch in measurement units or values.",The unit 'g' should be converted to micrograms (µg) for consistency with typical nutrient reporting standards.,
114.jpeg,KOHLENHYDRATE,KOHLENHYDRATE,8.8,8.8,g,g,per_100g,per_100g,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
114.jpeg,DAVON ZUCKER,DAVONGESATTIGTEFETTSAUREN,4.1,17,g,g,per_100g,per_100g,False,False,True,True,False,fast+llm,The nutrient 'DAVON ZUCKER' does not match with the given context of 'per_100g'.,The quantities are measurably different ('4.1' vs '17').,Both units (g) refer to grams.,'per_100g' context is consistent in both instances.
114.jpeg,BALLASTSTOFFE,BALLASTSTOFFE,2.8,2.8,g,g,per_100g,per_100g,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
114.jpeg,EIWEIẞ,KOHLENHYDRATE,70.1,2.6,g,g,per_100g,per_100g,False,True,True,True,False,fast+llm,"EIWEIẞ refers to Protein, not Kohlenhydrate.",Both quantities are different but measurable values.,g is a valid unit for both nutrients in this context.,"per_100g refers to per hundred grams, not per serving."
114.jpeg,SALZ,SALZ,0.51,0.51,g,g,per_100g,per_100g,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
114.jpeg,KOFFEIN,KOFFEIN,268,268,mg,mg,per_100g,,True,True,True,False,False,fast,substring match,numeric match,alias match,mismatch
114.jpeg,ENERGIE,BALLASTSTOFFE,462,0.9,kJ,g,per_serving (30 g PULVER IN 250ml WASSER),per_100g,False,False,True,False,False,fast+llm,ENERGIE is not BALLASTSTOFFE.,462 does not match with the quantity for BALLASTSTOFFE in per_100g context,kJ matches correctly as a unit of energy measurement.,per_serving (30 g PULVER IN 250ml WASSER) does not match with the per_100g context.
114.jpeg,ENERGIE,SALZ,111,0.17,kcal,g,per_serving (30 g PULVER IN 250ml WASSER),per_100g,False,False,True,False,False,fast+llm,"ENERGIE is not a nutrient, SALZ (salt) was predicted instead.",111 kcal does not match the context of per serving which should be in grams or milliliters for nutrients like salt.,kcal is a valid unit but mismatched with nutrient and quantity expectations.,per_serving (30 g PULVER IN 250ml WASSER) context does not match the predicted per_100g format.
114.jpeg,FETT,KOFFEIN,1.4,80,g,mg,per_serving (30 g PULVER IN 250ml WASSER),per_100g,False,False,True,True,False,fast+llm,Fett and Koffein are different nutrients.,1.4 is not equal to 80,g matches with g correctly interpreted as grams.,per_serving context applies.
115.jpeg,Brennwert,Brennwert,438,0,kJ,g,per_100g,per_100g,True,False,False,True,False,fast,substring match,mismatch,mismatch,alias match
115.jpeg,Brennwert,Fett,103,,kcal,,per_100g,per_100g,False,False,False,True,False,fast+llm,"Brennwert refers to energy content, not fat.",,kcal is a unit of energy but does not match the context for 'Fett'.,'per_100g' matches both GT and Pred contexts.
115.jpeg,Fett,Fettsauren,0,12.0,g,g,per_100g,per_100g,False,False,True,True,False,fast+llm,The nutrient 'Fett' does not match with the context-specific term 'Fettsauren'.,The quantity of '12.0 g' for 'per_100g' is significantly different from a trace amount.,Both quantities are measured in grams ('g').,'per_100g' context matches correctly.
115.jpeg,- davon gesättigte Fettsäuren,-davon gesattigte,0.2,0.2,g,g,per_100g,per_100g,False,True,True,True,False,fast+llm,"The nutrient '- davon gesättigte Fettsäuren' is not the same as 'davon gesattigte', which refers to unsaturated fats.",Both quantities are exactly '0.2'.,The unit 'g' does not match with any specified units in the context ('per_100g').,
115.jpeg,Kohlenhydrate,Kohlenhydrate,12.0,10.0,g,g,per_100g,per_100g,True,False,True,True,False,fast,substring match,mismatch,alias match,alias match
115.jpeg,- davon Zucker,-davon Zucker,10.0,1.6,g,g,per_100g,per_100g,True,False,True,True,False,fast,substring match,mismatch,alias match,alias match
115.jpeg,Ballaststoffe,Ballaststoffe,1.6,11.0,g,g,per_100g,per_100g,True,False,True,True,False,fast,substring match,mismatch,alias match,alias match
115.jpeg,Eiweiß,Salz,11.0,,g,,per_100g,per_100g,False,True,False,True,False,fast+llm,"Eiweiß refers to protein, not salt.",The quantity '11.0' is a valid measurement for nutrients per 100g contextually correct but irrelevant here as the nutrient does not match.,"Unit 'g' should be in micrograms (µg) or milligrams (mg), consistent with nutritional data units, especially given it's per_100g context.",The quantity and unit are correctly placed within the specified context.
116.jpeg,ENERGIE,ENERGIEkJ/kcal,1696,,kJ,,per_100g,,False,True,False,True,False,fast+llm,The nutrient 'ENERGIE' does not match the expected format or common name.,"Both quantities are numerically different but represent trace amounts, hence they can be considered equal in this context.","kJ is a valid unit for energy measurement; however, kcal/kcal conversion was not provided and thus cannot confirm equivalence directly.",The given quantity '1696' matches the format specified in context ('per_100g').
116.jpeg,ENERGIE,FETT:,404,12.0,kcal,g,per_100g,,False,False,True,False,False,fast+llm,The nutrient 'ENERGIE' does not match the expected nutrients listed in DOMAIN RULES.,The quantity '404 kcal' is significantly different from any typical values for energy content per serving or daily dose as specified by context rules.,kcal matches the unit used correctly in DOMAIN RULES.,The provided quantity '404 kcal' does not align with typical values for energy content per serving or daily dose as specified by context rules.
116.jpeg,FETT:,FETT:,12.0,3.5,g,g,per_100g,,True,False,True,False,False,fast,substring match,mismatch,alias match,mismatch
116.jpeg,- DAVON GESÄTTIGTE FETTSÄUREN,-DAVON GESATTIGTE,1.4,1.4,g,g,per_100g,,False,True,True,False,False,fast+llm,The nutrient '- DAVON GESÄTTIGTE FETTSÄUREN' is not the same as 'Fettsauren'.,Both quantities are identical.,Grams (g) match grams (g).,'per_100g' does not directly correspond to 'Fettsauren'.
116.jpeg,KOHLENHYDRATE:,KOHLENHYDRATE:,27.0,27.0,g,g,per_100g,,True,True,True,False,False,fast,substring match,numeric match,alias match,mismatch
116.jpeg,- DAVON ZUCKER,-DAVON GESATTIGTE,4.6,0.4,g,g,per_100g,,False,False,True,True,False,fast+llm,-DAVON ZUCKER is not the same as -DAVON GESATTIGTE.,The quantities '4.6' and '0.4' are measurably different.,Both units refer to grams (g).,-DAVON ZUCKER is related to per_100g context.
116.jpeg,BALLASTSTOFFE,BALLASTSTOFFE,12.0,12.0,g,g,per_100g,,True,True,True,False,False,fast,substring match,numeric match,alias match,mismatch
116.jpeg,EIWEIẞ,FETTSAUREN,41.0,,g,,per_100g,,False,False,True,False,False,fast+llm,The OCR output 'FETTSAUREN' does not match the expected nutrient name 'Eiweiss'.,,The unit 'g' is correctly identified.,The context 'per_100g' does not match the OCR output which lacks a nutrient and quantity.
116.jpeg,SALZ,SALZ,2.02,2.02,g,g,per_100g,,True,True,True,False,False,fast,substring match,numeric match,alias match,mismatch
116.jpeg,ENERGIE,KOHLENHYDRATE:,509,8.2,kJ,g,per_serving (PORTION**),,False,True,True,False,False,fast+llm,The nutrient 'ENERGIE' does not match the expected nutrients listed in DOMAIN RULES.,Both quantities are measurable and comparable values ('509' vs '8.2').,kJ is a valid unit for energy measurement as per context rules.,'per_serving (PORTION**)' does not match the expected contexts listed in DOMAIN RULES.
116.jpeg,ENERGIE,BALLASTSTOFFE,121,3.7,kcal,g,per_serving (PORTION**),,False,True,True,False,False,fast+llm,The nutrient 'ENERGIE' does not match the expected nutrients listed in DOMAIN RULES.,"Both quantities are specific numerical values, indicating a measurable quantity.",kcal is an accepted unit for energy measurement as per context rules.,The provided context 'per_serving (PORTION**)' does not match the expected format of nutrient information.
116.jpeg,FETT:,SALZ,3.5,0.61,g,g,per_serving (PORTION**),,False,False,True,True,False,fast+llm,The OCR output 'FETT:' does not match the nutrient name 'SALZ'.,The quantity '3.5' is significantly different from '0.61'.,Both quantities are measured in grams ('g').,'per_serving (PORTION**)' context matches the expected format.
117.jpeg,ENERGIE,ENERGIEkJ/kcal,728,,kJ,,per_serving (45 g),,False,True,True,False,False,fast+llm,The nutrient 'ENERGIE' is not a recognized term in the given rules.,Both quantities are considered trace amounts (<0.1).,kJ matches with kJ as per unit equivalence rule.,The context 'per_serving (45 g)' does not match the expected format.
117.jpeg,ENERGIE,FETT,173,6.1,kcal,,per_serving (45 g),,False,False,True,False,False,fast+llm,The predicted nutrient 'FETT' does not match the context-specific term for energy.,The quantity of '6.1 kcal per serving (45 g)' is significantly different from a trace amount like '<0.1'.,Both units are correctly identified as kilocalories ('kcal').,The context 'per_serving' does not match the predicted nutrient category of fats.
117.jpeg,FETT,KOHLENHYDRATE,6.1,,g,,per_serving (45 g),,False,True,True,False,False,fast+llm,The OCR extracted 'FETT' which should be corrected to 'Kohlenhydrate'.,Both quantities are numerically valid.,Grams (g) is a correct unit for nutrients in this context.,The extracted nutrient 'FETT' does not match the expected format per_serving.
117.jpeg,- DAVON GESÄTTIGTE FETTSÄUREN,BALLASTSTOFFE,1.5,,g,,per_serving (45 g),,False,True,False,True,False,fast+llm,The nutrient '- DAVON GESÄTTIGTE FETTSÄUREN' is not equivalent to 'BALLASTSTOFFE'.,Both quantities are numerically valid and comparable.,'g' does not match the expected units for dietary fibre (usually g per serving).,The context 'per_serving (45 g)' is correctly interpreted.
117.jpeg,KOHLENHYDRATE,SALZ,16.7,0.04,g,g,per_serving (45 g),,False,True,True,True,False,fast+llm,"The extracted nutrient 'KOHLENHYDRATE' does not match the expected German term for salt, which is 'SALZ'.",Both quantities are numerically different but represent trace amounts.,"The extracted unit 'g' should be converted to micrograms (µg) as per the context rule for nutritional data on supplement labels in German, English, French, or Dutch.",Both contexts are related to serving size.
118.jpeg,ENERGIE,ENERGIEkJ/kcal,1440,8.0,kJ,g,per_100g,per_100g,False,False,True,True,False,fast+llm,The nutrient 'ENERGIEkJ/kcal' is not a recognized term in the given rules.,"1440 kJ does not match with any specified quantity format like '< 0.1', '0.2', etc., and neither matches trace amounts or specific quantities mentioned.",kJ is a valid unit for energy as per the rules provided.,"The context format should be either 'per_100g' or variations like 'je 100g', but not mixed with different formats."
118.jpeg,ENERGIE,ENERGIEkJ/kcal,344,10,kcal,g,per_100g,per_100g,False,True,False,True,False,fast+llm,The nutrient 'ENERGIEkJ/kcal' is not a recognized format for energy in the context of nutritional data.,"Both quantities are trace amounts, hence they match as per rules.",Unit 'g' does not correspond to kcal or kJ; should be either 'kcal' for energy in kilocalories or 'kJ' for joules.,Both contexts are referring per_100g.
118.jpeg,FETT:,FETT:,10,2.1,g,g,per_100g,per_100g,True,False,True,True,False,fast,substring match,mismatch,alias match,alias match
118.jpeg,- DAVON GESÄTTIGTE FETTSÄUREN,FETT:,2.6,2.6,g,g,per_100g,per_100g,False,True,True,True,False,fast+llm,The nutrient '- DAVON GESÄTTIGTE FETTSÄUREN' is different from 'Fett:',Both quantities are the same (2.6),g matches g,'per_100g' does not match 'Fett:'
118.jpeg,KOHLENHYDRATE:,KOHLENHYDRATE:,48,3.2,g,g,per_100g,per_100g,True,False,True,True,False,fast,substring match,mismatch,alias match,alias match
118.jpeg,- DAVON ZUCKER,-DAVON GESATTIGTEFETTSAUREN,4.0,38,g,g,per_100g,per_100g,False,True,True,True,False,fast+llm,-DAVON ZUCKER is not the same as -DAVON GESATTIGTEFETTSAUREN,Both quantities are numerically different but contextually related.,g matches g correctly in both instances.,-DAVON GESATTIGTEFETTSAUREN is not a standard nutritional term.
118.jpeg,- DAVON MEHRWERTIGE ALKOHOLE,-DAVON GESATTIGTEFETTSAUREN,21,48,g,g,per_100g,per_100g,False,True,True,True,False,fast+llm,The nutrient '- DAVON GESATTIGTEFETTSAUREN' does not match the given context of 'GT -DAVON MEHRWERTIGE ALKOHOLE'.,Both quantities are numerically different but valid.,'g' is a general unit and does not match the specific units used in context ('per_100g').,
118.jpeg,BALLASTSTOFFE,BALLASTSTOFFE,3.0,19,g,g,per_100g,per_100g,True,False,True,True,False,fast,substring match,mismatch,alias match,alias match
118.jpeg,EIWEIẞ,KOHLENHYDRATE:,24,4.0,g,g,per_100g,per_100g,False,True,True,True,False,fast+llm,"EIWEIẞ refers to protein, not carbohydrates.",Both quantities are numerically different but valid nutritional values.,g is a standard unit for nutrients and matches the context requirement.,The nutrient 'EIWEIẞ' does not match with carbohydrate content.
118.jpeg,SALZ,SALZ,0.70,,g,,per_100g,per_100g,True,False,False,True,False,fast,substring match,mismatch,mismatch,alias match
118.jpeg,ENERGIE,BALLASTSTOFFE,1152,24,kJ,g,per_serving (80 g),per_100g,False,False,True,True,False,fast+llm,The predicted nutrient 'BALLASTSTOFFE' does not match the given context of 'ENERGIE'.,The quantities do not correspond to each other.,Both units are correctly matched as kJ and g respectively for energy content per serving in grams.,The context 'per_serving (80 g)' is consistent with the given nutrient data.
119.jpeg,ENERGIE,FETT:,1471,24,kJ,g,per_100g,per_100g,False,False,True,True,False,fast+llm,GT specifies 'ENERGIE' which does not match the expected nutrient name.,The quantities are measurably different ('1471 kJ' vs '24 g').,"Both units specified (kJ and g) can be considered valid for energy content, though they represent the same nutrient differently.",'per_100g' context in GT does not match 'per_serving=pro Portion'.
119.jpeg,ENERGIE,FETT:,352,3.0,kcal,g,per_100g,per_100g,False,False,True,True,False,fast+llm,GT specifies 'ENERGIE' which does not match the expected nutrient name.,"The quantities do not correspond: GT has '352 kcal', Pred has '3.0 g'.",Both units are correctly matched as 'kcal' and 'g'.,Both contexts specify per_100g.
119.jpeg,FETT:,-DAVONGESATTIGTEFETTSAUREN,11,38,g,g,per_100g,per_100g,False,True,True,True,False,fast+llm,The nutrient 'FETT:' does not match '-DAVONGESATTIGTEFETTSAUREN'.,Both quantities are different but measurable.,Unit matches correctly as both use grams (g).,The context 'per_100g' does not match with '-DAVONGESATTIGTEFETTSAUREN'.
119.jpeg,- DAVON GESÄTTIGTE FETTSÄUREN,-DAVONGESATTIGTEFETTSAUREN,3.0,47,g,g,per_100g,per_100g,False,False,True,True,False,fast+llm,"The nutrient name formatting equivalence rules indicate that '- DAVON GESÄTTIGTE FETTSÄUREN' should be 'davon Fettsauren', not '-DAVONGESATTIGTEFETTSAUREN'.",The quantities '< 0.1' and '3.0' are measurably different.,"Both units 'g' match correctly as they represent grams, which is a valid unit for nutrient quantity in this context.","The provided context format does not align with the expected formats ('per_100g', 'je 100g')."
119.jpeg,KOHLENHYDRATE:,KOHLENHYDRATE:,47,3.2,g,g,per_100g,per_100g,True,False,True,True,False,fast,substring match,mismatch,alias match,alias match
119.jpeg,- DAVON ZUCKER,KOHLENHYDRATE:,4.0,4.0,g,g,per_100g,per_100g,False,True,True,True,False,fast+llm,The nutrient '- DAVON ZUCKER' does not match 'KOHLENHYDRATE:' as they are different nutrients.,Both quantities provided ('4.0') represent the same measurable amount of a substance per serving or portion size.,"The unit for '- DAVON ZUCKER' is 'g', while the expected nutrient context uses 'per_100g'.",
119.jpeg,- DAVON MEHRWERTIGE ALKOHOLE,BALLASTSTOFFE,21,19,g,g,per_100g,per_100g,False,True,True,True,False,fast+llm,The nutrient '- DAVON MEHRWERTIGE ALKOHOLE' does not match 'BALLASTSTOFFE'.,Both quantities are the same.,'g' is a valid unit for both nutrients in this context.,The nutrient '- DAVON MEHRWERTIGE ALKOHOLE' does not match 'BALLASTSTOFFE'.
119.jpeg,BALLASTSTOFFE,BALLASTSTOFFE,4.5,24,g,g,per_100g,per_100g,True,False,True,True,False,fast,substring match,mismatch,alias match,alias match
119.jpeg,EIWEIẞ,SALZ,24,,g,,per_100g,per_100g,False,False,True,True,False,fast+llm,"EIWEIẞ refers to Protein, not Salt.",,µg is a valid unit for nutrients,per_100g context matches
12.jpeg,Energie / Energia / Energie / Energi / Energia / Energi,M/Fotines/ProteinTBaba/Proten,547,0.6,kJ,g,per_100ml,,False,False,True,False,False,fast+llm,The provided nutrient name 'M/Fotines/ProteinTBaba/Proten' does not match any known nutrients.,The quantity '0.6 g' is significantly different from the given amount of '547 kJ'.,Both units are correctly identified as grams (g).,There was no provided context for comparison.
12.jpeg,Energie / Energia / Energie / Energi / Energia / Energi,M/Fotines/ProteinTBaba/Proten,129,1.1,kcal,g,per_100ml,,False,False,True,False,False,fast+llm,The provided nutrient name 'M/Fotines/ProteinTBaba/Proten' does not match any known nutrients.,The quantity '1.1 g' is significantly different from the expected trace amount indicated by '129 kcal'.,Both units are correctly identified as grams (g).,The context provided ('per_100ml') does not match any known serving size or measurement unit.
120.jpeg,INOSITOL,INOSITOL,100,100,mg,mg,per_daily_dose (10 G),,True,True,True,False,False,fast,substring match,numeric match,alias match,mismatch
120.jpeg,ALPHA-LIPONSÄURE,ALPHA-LIPONSAURE,42,42,mg,mg,per_daily_dose (10 G),,False,True,True,False,False,fast+llm,ALPHA-LIPONSÄURE vs ALPHA-LIPONSAURE (different spelling),42 is a specific quantity,'mg' matches 'mg',(10 G) context not matched
120.jpeg,CHOLIN,CHOLIN,20,20,mg,mg,per_daily_dose (10 G),,True,True,True,False,False,fast,substring match,numeric match,alias match,mismatch
120.jpeg,RUTIN,RUTIN,20,20,mg,mg,per_daily_dose (10 G),,True,True,True,False,False,fast,substring match,numeric match,alias match,mismatch
120.jpeg,LACTOBACILLUS ACIDOPHILUS,LACTOBACILLUS,3.6 x 10^8,,KBE,,per_daily_dose (10 G),,False,True,False,True,False,fast+llm,The term 'LACTOBACILLUS ACIDOPHILUS' is not a recognized nutrient.,"Both quantities are in the same format and magnitude, indicating they represent similar values despite different expressions (3.6 x 10^8 vs None).",'KBE' is not a recognized unit for nutrients.,The context 'per_daily_dose (10 G)' correctly describes the quantity as per daily dose.
120.jpeg,BIFIDOBACTERIUM BIFIDUM,BIFIDOBACTERIUMBIFIDUM,3.6 x 10^8,,KBE,,per_daily_dose (10 G),,False,False,True,False,False,fast+llm,The OCR extracted 'BIFIDOBACTERIUM BIFIDUM' which is not a recognized nutrient name.,The quantity format '3.6 x 10^8 KBE' does not match the expected formats for nutrients or quantities in this context.,"KBE (Kilobacteriemeile) is a valid unit, though unusual and likely incorrect here; it should be checked against standard units like 'CFU/g'.",The context 'per_daily_dose' does not match the extracted nutrient name format.
120.jpeg,VITAMIN C,VITAMINC,250,250,mg,mg,per_daily_dose (10 G),,False,True,True,True,False,fast+llm,The OCR output 'VITAMIN C' does not match the correct nutrient name format.,"Both quantities are numerically identical, indicating a successful quantity extraction despite incorrect formatting of the nutrient name.",The OCR output 'mg' is correctly matched with milligrams (mg).,The context extracted ('per_daily_dose') matches exactly as expected.
120.jpeg,NIACIN,NIACIN,16,16,mg,mg,per_daily_dose (10 G),,True,True,True,False,False,fast,substring match,numeric match,alias match,mismatch
120.jpeg,VITAMIN E,VITAMINC,30,313,mg,mg,per_daily_dose (10 G),,False,False,True,True,False,fast+llm,VITAMIN E and VITAMINC are not the same nutrient.,< 30 is different from >313,'mg' matches 'mg',(10 G) per_daily_dose context match
120.jpeg,PANTOTHENSÄURE,NIACIN,5,250,mg,mg,per_daily_dose (10 G),,False,False,True,True,False,fast+llm,PANTOTHENSÄURE is not the same as NIACIN.,<5 mg and <250 mg are measurably different quantities.,'mg' matches 'mg'.,(10 G) per_daily_dose context is valid.
120.jpeg,VITAMIN B6,VITAMINE,0.9,30,mg,mg,per_daily_dose (10 G),,False,False,True,False,False,fast+llm,VITAMIN B6 is not matched with VITAMINE.,"<0.1 and '30' are measurably different quantities, hence no match.",'mg' matches correctly as a unit of measurement for nutrients.,(10 G) per_daily_dose context is not matched with any given nutrient.
120.jpeg,VITAMIN B2,VITAMINE,1.1,250,mg,mg,per_daily_dose (10 G),,False,False,True,False,False,fast+llm,VITAMIN B2 is not a recognized nutrient in the given rules.,"1.1 mg does not match with any specified quantity format (e.g., <0.1, 250).",mg matches 'mg' as per unit equivalence in the rules.,"per_daily_dose context does not match with any specified contexts (e.g., per_100g, je 100g)."
120.jpeg,VITAMIN B1,PANTOTHENSAURE,1,5,mg,mg,per_daily_dose (10 G),,False,True,True,False,False,fast+llm,VITAMIN B1 and PANTOTHENSAURE are different nutrients.,"Both quantities '1' for VITAMIN B1 and '5' for PANTOTHENSAURE can be considered as trace amounts, but they differ significantly in actual value.","mg is a valid unit; however, the context specifies per_daily_dose which implies mg/daily dose should match with daily intake units like IU or mcg/µg if applicable for vitamins.",
120.jpeg,FOLSÄURE,PANTOTHENSAURE,200,83,µg,mg,per_daily_dose (10 G),,False,False,True,True,False,fast+llm,Folsäure is not the same as Pantothensäure.,200 µg does not match with any quantity for Folsäure in context provided.,µg matches correctly to micrograms (mcg).,per_daily_dose is a valid nutritional measurement unit.
120.jpeg,BIOTIN,BIOTIN,40,40,µg,g,per_daily_dose (10 G),,True,True,False,False,False,fast,substring match,numeric match,mismatch,mismatch
120.jpeg,VITAMIN B12,VITAMINB6,4.1,0.9,µg,mg,per_daily_dose (10 G),,False,False,True,False,False,fast+llm,VITAMIN B12 vs VITAMINB6 mismatch in nutrient name.,"4.1 µg is not equal to 0.9 mg, measurably different quantities.",µg matches with the specified unit correctly.,per_daily_dose context does not match as there was no per_100g or similar contextual equivalence.
120.jpeg,VITAMIN D3,VITAMINB6,5.2,79,µg,mg,per_daily_dose (10 G),,False,False,True,False,False,fast+llm,VITAMIN D3 vs VITAMINB6 are different nutrients.,<5.2 is not equal to <79>,'µg' matches with 'mg'.,(10 G) context does not match the given quantity and nutrient.
120.jpeg,VITAMIN K,VITAMINB2,60.4,1,µg,mg,per_daily_dose (10 G),,False,False,True,False,False,fast+llm,VITAMIN K is not matched with VITAMINB2.,60.4 µg does not match the quantity of '1' mg in Pred.,'µg' matches correctly as a unit for Vitamin K and is consistent with VITAMINB2's context (though incorrect).,The provided context per_daily_dose does not match the Pred nutrient 'VITAMIN B2'.
120.jpeg,CALCIUM,CALCIUM,121,121,mg,mg,per_daily_dose (10 G),,True,True,True,False,False,fast,substring match,numeric match,alias match,mismatch
120.jpeg,ZINK,ZINK,6.5,100,mg,g,per_daily_dose (10 G),,True,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
120.jpeg,JOD,JOD,100,100,µg,g,per_daily_dose (10 G),,True,True,False,False,False,fast,substring match,numeric match,mismatch,mismatch
120.jpeg,SELEN,SELEN,22,22,µg,g,per_daily_dose (10 G),,True,True,False,False,False,fast,substring match,numeric match,mismatch,mismatch
120.jpeg,KUPFER,KUPFER,1,0.4,mg,mg,per_daily_dose (10 G),,True,False,True,False,False,fast,substring match,mismatch,alias match,mismatch
120.jpeg,MANGAN,MANGAN,0.4,0.4,mg,mg,per_daily_dose (10 G),,True,True,True,False,False,fast,substring match,numeric match,alias match,mismatch
120.jpeg,CHROM,CHROM,25,25,µg,g,per_daily_dose (10 G),,True,True,False,False,False,fast,substring match,numeric match,mismatch,mismatch
120.jpeg,MOLYBDÄN,VITAMINB2,45,91,µg,mg,per_daily_dose (10 G),,False,False,True,False,False,fast+llm,MOLYBDÄN does not match any known nutrient in the given rules.,45 µg is measurably different from expected quantities for vitamins or minerals per daily dose contextually.,µg matches with microgram correctly as defined by domain rules.,per_daily_dose (10 G) does not match the given quantity and nutrient.
121.jpeg,ENERGIE,ENERGIEKJ/KCAL,1.401,,kJ,,per_100g,per_100g,False,True,False,True,False,fast+llm,The nutrient 'ENERGIE' is not a recognized term in the given rules.,"Both quantities are greater than zero, indicating they represent measurable amounts of energy.",kJ does not match with kcal as per the specified unit equivalences and context requirements.,The term 'per_100g' is correctly matched to its equivalent in German.
121.jpeg,ENERGIE,FETT:,336,5.2,kcal,g,per_100g,per_100g,False,True,True,True,False,fast+llm,GT specifies 'ENERGIE' which does not match the expected nutrient name.,Both quantities are comparable and represent energy content per serving or daily dose contextually.,"kcal is a valid unit for measuring energy in nutritional contexts, though it differs from kJ used elsewhere; however, the conversion between them isn't specified here but accepted as equivalent units of measurement within this domain rule set.","'per_100g' context matches correctly with 'GT', while 'per_serving=pro Portion=je Kapsel' in Pred does not match directly."
121.jpeg,FETT:,FETT:,12,12,g,g,per_100g,per_100g,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
121.jpeg,- DAVON GESÄTTIGTE FETTSÄUREN,-DAVONGESATTIGTEFETTSAUREN,6.5,2.9,g,g,per_100g,per_100g,False,False,True,True,False,fast+llm,The nutrient names do not match exactly.,Quantities are measurably different and should be compared directly.,Both quantities use the same unit 'g'.,The context is correctly identified as per_100g.
121.jpeg,KOHLENHYDRATE:,KOHLENHYDRATE:,20,2.9,g,g,per_100g,per_100g,True,False,True,True,False,fast,substring match,mismatch,alias match,alias match
121.jpeg,- DAVON ZUCKER,-DAVONGESATTIGTEFETTSAUREN,4.9,5.2,g,g,per_100g,per_100g,False,False,True,True,False,fast+llm,-DAVON ZUCKER and -DAVONGESATTIGTEFETTSAUREN are different nutrients.,Different quantities: '4.9' vs '5.2'.,Both units match as they use the same unit ('g').,Both contexts are in terms of per_100g.
