image_id,gt_nutrient,pred_nutrient,gt_quantity,pred_quantity,gt_unit,pred_unit,gt_context,pred_context,nutrient_match,quantity_match,unit_match,context_match,full_match,eval_method,nutrient_reason,quantity_reason,unit_reason,context_reason
113.jpeg,ENERGIE kcal,SALZ,111,145,kcal,g,per_serving (30 g PULVER IN 250ml WASSER),per_100g,False,False,True,False,False,fast+llm,The extracted nutrient 'SALZ' does not match the context of 'ENERGIE kcal'.,The quantity '145 g' is unrelated to the energy content specified in the original label.,Both units are correctly identified as grams (g).,The context of per_serving does not match with the extracted nutrient 'SALZ'.
114.jpeg,ENERGIE,ENERGIE,1541,,kJ,,per_100g,per_100g,True,False,False,True,False,fast,substring match,mismatch,mismatch,alias match
114.jpeg,ENERGIE,FETT,368,4.8,kcal,g,per_100g,per_100g,False,False,True,True,False,fast+llm,ENERGIE is not a recognized nutrient in the given rules.,The quantity '4.8' does not match any expected quantities for ENERGY as per DOMAIN RULES.,kcal matches with Energy (Brennwert).,per_100g context is correctly matched.
114.jpeg,FETT,FETT,4.8,148,g,g,per_100g,per_100g,True,False,True,True,False,fast,substring match,mismatch,alias match,alias match
114.jpeg,DAVON GESÄTTIGTE FETTSÄUREN,DAVONGESATTIGTEFETTSAUREN,3.3,3.3,g,g,per_100g,per_100g,False,True,True,True,False,fast+llm,The German term 'DAVON GESÄTTIGTE FETTSÄUREN' was incorrectly translated to English.,Both quantities are identical ('3.3').,Both units match correctly as grams ('g').,The context 'per_100g' was incorrectly translated to English.
114.jpeg,KOHLENHYDRATE,KOHLENHYDRATE,8.8,8.8,g,g,per_100g,per_100g,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
114.jpeg,DAVON ZUCKER,DAVONGESATTIGTEFETTSAUREN,4.1,17,g,g,per_100g,per_100g,False,False,True,True,False,fast+llm,"The nutrient 'DAVON ZUCKER' refers to additional sugars, not total sugar content.",Different nutrients with different quantities are mentioned; there's no direct match in quantity between the two entries.,Both units (g) for grams per 100 g context are consistent and valid nutritional measurement units.,"The nutrient 'DAVON ZUCKER' refers to additional sugars, not total sugar content."
114.jpeg,BALLASTSTOFFE,BALLASTSTOFFE,2.8,2.8,g,g,per_100g,per_100g,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
114.jpeg,EIWEIẞ,KOHLENHYDRATE,70.1,2.6,g,g,per_100g,per_100g,False,False,True,True,False,fast+llm,"EIweiss translates to Protein, not Kohlenhydrate.",The quantities do not match; '70.1' for EIweiss and '2.6' for Kohlenhydrate are different values.,"Both units g (grams) can be used interchangeably in this context, though they differ from the original unit specification of mcg/ug/IU/kJ/salt.",'per_100g' for EIweiss does not match 'per_serving'.
114.jpeg,SALZ,SALZ,0.51,0.51,g,g,per_100g,per_100g,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
114.jpeg,KOFFEIN,KOFFEIN,268,268,mg,mg,per_100g,,True,True,True,False,False,fast,substring match,numeric match,alias match,mismatch
114.jpeg,ENERGIE,BALLASTSTOFFE,462,0.9,kJ,g,per_serving (30 g PULVER IN 250ml WASSER),per_100g,False,False,True,False,False,fast+llm,ENERGIE is not BALLASTSTOFFE.,462 kJ does not match the expected quantity for dietary fibre per serving contextually.,"kJ matches with energy units used in nutritional data, though it doesn't align correctly here.",per_serving (30 g PULVER IN 250ml WASSER) does not match the context for dietary fibre per_100g.
114.jpeg,ENERGIE,SALZ,111,0.17,kcal,g,per_serving (30 g PULVER IN 250ml WASSER),per_100g,False,True,True,False,False,fast+llm,The term 'ENERGIE' is not a standard nutrient name; it should be matched with the common names like 'Brennwert'.,Both quantities are numerically consistent.,kcal matches kcal correctly as per unit conversion rules.,The context 'per_serving' does not match the nutrient type expected for energy content.
114.jpeg,FETT,KOFFEIN,1.4,80,g,mg,per_serving (30 g PULVER IN 250ml WASSER),per_100g,False,False,True,True,False,fast+llm,Fett is not Koffein.,1.4 mg does not match the expected quantity for coffee per serving contextually derived from 'per_100g'.,Both units are grams (g).,The given nutrient and unit correctly fit into a food label's nutritional information format.
115.jpeg,Brennwert,Brennwert,438,0,kJ,g,per_100g,per_100g,True,False,False,True,False,fast,substring match,mismatch,mismatch,alias match
115.jpeg,Brennwert,Fett,103,,kcal,,per_100g,per_100g,False,False,False,True,False,fast+llm,"Brennwert refers to energy content, not fat.",,kcal is a unit of energy but does not match the context for 'Fett'.,
115.jpeg,Fett,Fettsauren,0,12.0,g,g,per_100g,per_100g,True,False,True,True,False,fast,substring match,mismatch,alias match,alias match
115.jpeg,- davon gesättigte Fettsäuren,-davon gesattigte,0.2,0.2,g,g,per_100g,per_100g,False,True,True,True,False,fast+llm,The prefix 'davon' is not a standard qualifier for nutrients in German.,"Both quantities are the same, i.e., 0.2 g.",Both units represent grams (g).,The context 'per_100g' is correct but does not match due to incorrect nutrient term.
115.jpeg,Kohlenhydrate,Kohlenhydrate,12.0,10.0,g,g,per_100g,per_100g,True,False,True,True,False,fast,substring match,mismatch,alias match,alias match
115.jpeg,- davon Zucker,-davon Zucker,10.0,1.6,g,g,per_100g,per_100g,False,False,True,True,False,fast+llm,"The prefix 'davon' indicates a sub-nutrient, which should be separated.",Conversion from grams to percentage is incorrect; it lacks the conversion factor of dividing by 100 and multiplying by 10 for per_100g context.,"The unit 'g' matches with both given quantities in terms of gram measurement, though not correctly converted.",Incorrect conversion from grams to percentage; should be calculated as (10.0 / 100) * 100 = 1.6.
115.jpeg,Ballaststoffe,Ballaststoffe,1.6,11.0,g,g,per_100g,per_100g,True,False,True,True,False,fast,substring match,mismatch,alias match,alias match
115.jpeg,Eiweiß,Salz,11.0,,g,,per_100g,per_100g,False,False,False,True,False,fast+llm,"Eiweiß refers to protein, not salt.",,g should be converted to g per 100g context,
116.jpeg,ENERGIE,ENERGIEkJ/kcal,1696,,kJ,,per_100g,,True,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
116.jpeg,ENERGIE,FETT:,404,12.0,kcal,g,per_100g,,False,False,True,True,False,fast+llm,The extracted nutrient 'FETT:' does not match the expected 'ENERGIE'.,The quantity '12.0' for fat is inconsistent with a typical energy value of '404 kcal per 100g'.,Unit matches as both are in grams.,Context correctly indicates the measurement unit.
116.jpeg,FETT:,FETT:,12.0,3.5,g,g,per_100g,,True,False,True,False,False,fast,substring match,mismatch,alias match,mismatch
116.jpeg,- DAVON GESÄTTIGTE FETTSÄUREN,-DAVON GESATTIGTE,1.4,1.4,g,g,per_100g,,False,True,True,True,False,fast+llm,The nutrient '- DAVON GESÄTTIGTE FETTSÄUREN' does not match the expected format for sub-nutrients with a dash prefix.,Both entries have '1.4'.,"The unit in '- DAVON GESÄTTIGTE FETTSÄUREN' is missing, while the expected context suggests it should be per_100g.",
116.jpeg,KOHLENHYDRATE:,KOHLENHYDRATE:,27.0,27.0,g,g,per_100g,,True,True,True,False,False,fast,substring match,numeric match,alias match,mismatch
116.jpeg,- DAVON ZUCKER,-DAVON GESATTIGTE,4.6,0.4,g,g,per_100g,,False,False,True,True,False,fast+llm,The nutrient '- DAVON ZUCKER' was not correctly matched to the German term 'davon Zucker'.,The quantity for '-DAVON GESATTIGTE' is incorrect compared to the original data.,g matches with g in both instances correctly.,'per_100g' context was preserved.
116.jpeg,BALLASTSTOFFE,BALLASTSTOFFE,12.0,12.0,g,g,per_100g,,True,True,True,False,False,fast,substring match,numeric match,alias match,mismatch
116.jpeg,EIWEIẞ,FETTSAUREN,41.0,,g,,per_100g,,False,False,True,True,False,fast+llm,"EIweiss translates to Protein, not Fettsaure.",,µg is equivalent to mcg,per_100g context matches correctly
116.jpeg,SALZ,SALZ,2.02,2.02,g,g,per_100g,,True,True,True,False,False,fast,substring match,numeric match,alias match,mismatch
116.jpeg,ENERGIE,KOHLENHYDRATE:,509,8.2,kJ,g,per_serving (PORTION**),,False,False,True,False,False,fast+llm,The nutrient 'ENERGIE' does not match the expected nutrients listed in DOMAIN RULES.,"The quantity '509 kJ' is significantly higher than any reasonable value for energy content per serving of a supplement, indicating an error or misinterpretation.",kJ matches the unit used in DOMAIN RULES (not kcal).,The context 'per_serving' does not match any expected contexts listed for nutrient quantities.
116.jpeg,ENERGIE,BALLASTSTOFFE,121,3.7,kcal,g,per_serving (PORTION**),,False,False,True,False,False,fast+llm,The term 'ENERGIE' does not match the specified nutrient.,,kcal is a valid unit for energy in nutritional context,The term 'per_serving (PORTION**)' does not match the specified nutrient.
116.jpeg,FETT:,SALZ,3.5,0.61,g,g,per_serving (PORTION**),,False,False,True,True,False,fast+llm,The nutrient 'FETT:' was extracted but does not match the expected nutrients.,"The quantity '3.5' is present in context, which contradicts with Nutrient='SALZ'.",Unit matches as both are given in grams (g).,Context correctly identifies the serving size.
117.jpeg,ENERGIE,ENERGIEkJ/kcal,728,,kJ,,per_serving (45 g),,True,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
117.jpeg,ENERGIE,FETT,173,6.1,kcal,,per_serving (45 g),,False,False,True,False,False,fast+llm,The term 'ENERGIE' does not match the specified nutrient.,Quantity is missing in Pred,kcal matches with kcal as per DOMAIN RULES.,The context 'per_serving (45 g)' does not match the specified nutrient.
117.jpeg,FETT,KOHLENHYDRATE,6.1,,g,,per_serving (45 g),,False,False,False,True,False,fast+llm,The nutrient 'FETT' was incorrectly identified as 'KOHLENHYDRATE'.,,No quantity provided for the incorrect identification.,"The context matched correctly, but it refers to an unrelated nutritional component."
117.jpeg,- DAVON GESÄTTIGTE FETTSÄUREN,BALLASTSTOFFE,1.5,,g,,per_serving (45 g),,False,True,False,True,False,fast+llm,"The term '- DAVON GESÄTTIGTE FETTSÄUREN' refers to 'from fats', not a specific nutrient like dietary fibre.",Quantity matches the extracted quantity of 1.5 g,"The unit 'g' should be converted according to context, which is per serving (45 g). The correct conversion factor needs clarification.",
117.jpeg,KOHLENHYDRATE,SALZ,16.7,0.04,g,g,per_serving (45 g),,False,True,True,False,False,fast+llm,The extracted nutrient 'KOHLENHYDRAT' does not match the expected German term for carbohydrates.,The quantity matches correctly as per given data (16.7 g).,The unit gram ('g') is correct and consistent with standard units used in nutritional labels.,The context 'per_serving' does not match the expected German term for serving size.
118.jpeg,ENERGIE,ENERGIEkJ/kcal,1440,8.0,kJ,g,per_100g,per_100g,True,False,False,True,False,fast,substring match,mismatch,mismatch,alias match
118.jpeg,ENERGIE,ENERGIEkJ/kcal,344,10,kcal,g,per_100g,per_100g,True,False,False,True,False,fast,substring match,mismatch,mismatch,alias match
118.jpeg,FETT:,FETT:,10,2.1,g,g,per_100g,per_100g,True,False,True,True,False,fast,substring match,mismatch,alias match,alias match
118.jpeg,- DAVON GESÄTTIGTE FETTSÄUREN,FETT:,2.6,2.6,g,g,per_100g,per_100g,False,True,True,True,False,fast+llm,The term '- DAVON GESÄTTIGTE FETTSÄUREN' is not a standard nutrient name.,Quantity '2.6' matches the extracted quantity in both instances.,The unit 'g' should be converted to per_100g context as specified ('per_100g').,Both contexts are related to nutritional content.
118.jpeg,KOHLENHYDRATE:,KOHLENHYDRATE:,48,3.2,g,g,per_100g,per_100g,True,False,True,True,False,fast,substring match,mismatch,alias match,alias match
118.jpeg,- DAVON ZUCKER,-DAVON GESATTIGTEFETTSAUREN,4.0,38,g,g,per_100g,per_100g,False,True,True,True,False,fast+llm,The nutrient '-DAVON ZUCKER' does not match with 'per_100g GESATTIGTEFETTSAUREN'.,Both quantities are numerically consistent.,'g' is inconsistent for sub-nutrient context in German nutritional labels compared to 'per_100g'.,
118.jpeg,- DAVON MEHRWERTIGE ALKOHOLE,-DAVON GESATTIGTEFETTSAUREN,21,48,g,g,per_100g,per_100g,False,False,True,True,False,fast+llm,The nutrients listed are different.,Different quantities provided for the same nutrient context.,"Both units 'g' and 'g' refer to grams, which match correctly in this case despite incorrect quantity matching.",
118.jpeg,BALLASTSTOFFE,BALLASTSTOFFE,3.0,19,g,g,per_100g,per_100g,True,False,True,True,False,fast,substring match,mismatch,alias match,alias match
118.jpeg,EIWEIẞ,KOHLENHYDRATE:,24,4.0,g,g,per_100g,per_100g,False,False,True,True,False,fast+llm,"EIWEIẞ refers to Protein, not Kohlenhydrate.",24 does not match with the quantity of 4.0 for Carbohydrates in per_100g context.,Both units are correctly identified as grams (g).,The nutrient is being compared within a 'per_100g' context.
118.jpeg,SALZ,SALZ,0.70,,g,,per_100g,per_100g,True,False,False,True,False,fast,substring match,mismatch,mismatch,alias match
118.jpeg,ENERGIE,BALLASTSTOFFE,1152,24,kJ,g,per_serving (80 g),per_100g,False,False,False,False,False,fast+llm,ENERGIE is not a recognized nutrient in the given rules.,The quantity '24 g' does not match any expected quantities for BALLASTSTOFFE (Dietary Fibre) per serving contextually derived from ENERGY data provided.,,
119.jpeg,ENERGIE,FETT:,1471,24,kJ,g,per_100g,per_100g,False,False,True,True,False,fast+llm,ENERGIE is not a recognized nutrient in the given rules.,"The quantity '1471' does not match any expected values for energy content per serving or daily dose contextually derived from other nutrients listed (e.g., fat).",kJ is a valid unit of measurement.,The given quantity '1471' kJ does not align with the expected nutrient context for per_100g.
119.jpeg,ENERGIE,FETT:,352,3.0,kcal,g,per_100g,per_100g,False,False,True,True,False,fast+llm,The nutrient 'ENERGIE' does not match the expected nutrients listed in DOMAIN RULES.,"The quantity provided ('352') is significantly higher than what would be reasonable for a supplement label context, suggesting an error or misinterpretation of units and values.",kcal matches the expected unit in DOMAIN RULES (though kcal should ideally match with kJ).,The provided 'per_100g' context does not align correctly as per German conventions.
119.jpeg,FETT:,-DAVONGESATTIGTEFETTSAUREN,11,38,g,g,per_100g,per_100g,False,False,True,True,False,fast+llm,The nutrient 'FETT:' does not match the expected format or common name.,The quantity '11' for FETT: is inconsistent with the provided context of '-DAVONGESATTIGTEFETTSAUREN'.,Both units are correctly identified as grams.,The nutrient 'per_100g' does not match with the provided context of '-DAVONGESATTIGTEFETTSAUREN'.
119.jpeg,- DAVON GESÄTTIGTE FETTSÄUREN,-DAVONGESATTIGTEFETTSAUREN,3.0,47,g,g,per_100g,per_100g,False,False,True,True,False,fast+llm,The nutrient term 'DAVON GESÄTTIGTE FETTSÄUREN' was incorrectly translated.,The quantity changed from '3.0 g' to '47 g'.,Both units are correctly identified as grams ('g').,
119.jpeg,KOHLENHYDRATE:,KOHLENHYDRATE:,47,3.2,g,g,per_100g,per_100g,True,False,True,True,False,fast,substring match,mismatch,alias match,alias match
119.jpeg,- DAVON ZUCKER,KOHLENHYDRATE:,4.0,4.0,g,g,per_100g,per_100g,False,True,True,True,False,fast+llm,The nutrient '- DAVON ZUCKER' was incorrectly matched to 'KOHLENHYDRATE:' instead of the correct term.,"Both quantities are identical, i.e., '4.0'.","'g' in German should be translated as 'Gramm', not matched directly to English units without translation consideration.",The context is correctly identified as per_100g.
119.jpeg,- DAVON MEHRWERTIGE ALKOHOLE,BALLASTSTOFFE,21,19,g,g,per_100g,per_100g,False,True,True,True,False,fast+llm,The term '- DAVON MEHRWERTIGE ALKOHOLE' does not match any known nutrient in the provided rules.,Both quantities are given as '21'.,Unit is correctly identified as 'g'.,'per_100g' context does not match the nutrient term provided.
119.jpeg,BALLASTSTOFFE,BALLASTSTOFFE,4.5,24,g,g,per_100g,per_100g,True,False,True,True,False,fast,substring match,mismatch,alias match,alias match
119.jpeg,EIWEIẞ,SALZ,24,,g,,per_100g,per_100g,False,False,True,True,False,fast+llm,"EIweiss translates to Protein, not Salz (Salt).",,µg matches with mcg.,per_100g context is correctly matched.
12.jpeg,Energie / Energia / Energie / Energi / Energia / Energi,M/Fotines/ProteinTBaba/Proten,547,0.6,kJ,g,per_100ml,,False,True,False,True,False,fast+llm,The extracted nutrient 'M/Fotines/ProteinTBaba/Proten' does not match any known nutrients in the given rules.,"The quantity matches as both are numerical values, though they differ by units (kJ vs g).","There is no direct conversion provided between 'kJ' and 'g'. The context suggests energy per volume ('per_100ml'), but the extracted unit does not match this.","The nutrient matches with 'Energie', though there are discrepancies in quantity, units."
12.jpeg,Energie / Energia / Energie / Energi / Energia / Energi,M/Fotines/ProteinTBaba/Proten,129,1.1,kcal,g,per_100ml,,False,True,False,False,False,fast+llm,The extracted nutrient 'M/Fotines/ProteinTBaba/Proten' does not match any known nutrients in the given rules.,The quantity matches as both are numerical values without units or context-specific formats.,There is no unit provided for 'M/Fotines/ProteinTBaba/Proten'.,The extracted nutrient does not match any known nutrients in the given rules.
120.jpeg,INOSITOL,INOSITOL,100,100,mg,mg,per_daily_dose (10 G),,True,True,True,False,False,fast,substring match,numeric match,alias match,mismatch
120.jpeg,ALPHA-LIPONSÄURE,ALPHA-LIPONSAURE,42,42,mg,mg,per_daily_dose (10 G),,False,True,True,False,False,fast+llm,ALPHA-LIPONSÄURE is not a recognized nutrient in the given rules.,The quantity '42' matches correctly as per provided data.,"The unit 'mg' does match with mg, mcg, or µg equivalently.",per_daily_dose context is not recognized in the given rules.
120.jpeg,CHOLIN,CHOLIN,20,20,mg,mg,per_daily_dose (10 G),,True,True,True,False,False,fast,substring match,numeric match,alias match,mismatch
120.jpeg,RUTIN,RUTIN,20,20,mg,mg,per_daily_dose (10 G),,True,True,True,False,False,fast,substring match,numeric match,alias match,mismatch
120.jpeg,LACTOBACILLUS ACIDOPHILUS,LACTOBACILLUS,3.6 x 10^8,,KBE,,per_daily_dose (10 G),,True,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
120.jpeg,BIFIDOBACTERIUM BIFIDUM,BIFIDOBACTERIUMBIFIDUM,3.6 x 10^8,,KBE,,per_daily_dose (10 G),,False,True,False,True,False,fast+llm,The nutrient name 'BIFIDOBACTERIUM BIFIDUM' is not recognized as a standard nutritional term.,The quantity provided matches the format used in scientific notation (3.6 x 10^8).,"'KBE' does not correspond to any known unit for nutrients or supplements; it likely stands for 'Kilobase Equivalent', which is unrelated.",The context provided ('per_daily_dose (10 G)') matches the format used in nutritional labels.
120.jpeg,VITAMIN C,VITAMINC,250,250,mg,mg,per_daily_dose (10 G),,False,True,True,False,False,fast+llm,The extracted nutrient 'VITAMINC' does not match the correct term for Vitamin C.,The quantity of 250 matches correctly in both predictions and ground truth data.,"Both units, mg (milligrams), are matched accurately between prediction and ground truth.",The context 'per_daily_dose' is not present or mismatched in the predicted nutrient label.
120.jpeg,NIACIN,NIACIN,16,16,mg,mg,per_daily_dose (10 G),,True,True,True,False,False,fast,substring match,numeric match,alias match,mismatch
120.jpeg,VITAMIN E,VITAMINC,30,313,mg,mg,per_daily_dose (10 G),,False,False,True,True,False,fast+llm,The extracted nutrient 'VITAMINC' does not match the expected 'Vitamin E'.,The quantity '313 mg' is incorrect for Vitamin E.,The unit 'mg' matches correctly with milligrams (mg).,The context 'per_daily_dose' aligns properly.
120.jpeg,PANTOTHENSÄURE,NIACIN,5,250,mg,mg,per_daily_dose (10 G),,False,False,True,False,False,fast+llm,PANTOTHENSÄURE is not a recognized nutrient in the given rules.,The quantity '5' does not match any expected quantities for PANTOTHENSÄURE based on common nutritional data ranges.,mg matches with mg as per unit conversion rule (ug=mcg=µg).,The context 'per_daily_dose' does not match the expected format for German nutritional labels.
120.jpeg,VITAMIN B6,VITAMINE,0.9,30,mg,mg,per_daily_dose (10 G),,False,False,True,False,False,fast+llm,VITAMIN B6 is not matched with VITAMINE.,0.9 mg does not match the extracted quantity of 30 mg.,mg matches correctly as per domain rules.,per_daily_dose (10 G) context is missing in prediction.
120.jpeg,VITAMIN B2,VITAMINE,1.1,250,mg,mg,per_daily_dose (10 G),,False,False,True,False,False,fast+llm,VITAMIN B2 is not a recognized nutrient in the given rules.,1.1 mg does not match with any specified quantity format or range provided for VITAMIN B2.,"mg matches one of the accepted units (mcg, µg).",per_daily_dose context is not directly related to 'VITAMIN B2'.
120.jpeg,VITAMIN B1,PANTOTHENSAURE,1,5,mg,mg,per_daily_dose (10 G),,False,False,True,False,False,fast+llm,VITAMIN B1 is not listed in the DOMAIN RULES.,The quantity '5' does not match any specified quantities for VITAMIN B1 or PANTOTHENSAURE as per given context and rules.,"mg is a valid unit in the DOMAIN RULES, though it was used incorrectly here due to incorrect nutrient identification.",The provided context 'per_daily_dose (10 G)' does not match any specified contexts for VITAMIN B1 or PANTOTHENSAURE.
120.jpeg,FOLSÄURE,PANTOTHENSAURE,200,83,µg,mg,per_daily_dose (10 G),,False,False,True,True,False,fast+llm,FOLSÄURE is not a recognized nutrient in the given rules.,200 µg does not match with any expected quantity for Folsäure (PANTOTHENSAURE).,µg matches as per unit conversion rule.,per_daily_dose context is correctly identified.
120.jpeg,BIOTIN,BIOTIN,40,40,µg,g,per_daily_dose (10 G),,True,True,False,False,False,fast,substring match,numeric match,mismatch,mismatch
120.jpeg,VITAMIN B12,VITAMINB6,4.1,0.9,µg,mg,per_daily_dose (10 G),,False,False,True,False,False,fast+llm,Vitamin B12 is misspelled as VitaminB6.,"Quantity '4.1' does not match the expected quantity for a daily dose of Vitamin B12, which should be significantly higher than '0.9'.",µg is correctly matched with µg.,The context provided ('per_daily_dose (10 G)') does not match the expected format for per_serving or per_100g.
120.jpeg,VITAMIN D3,VITAMINB6,5.2,79,µg,mg,per_daily_dose (10 G),,False,False,True,False,False,fast+llm,VITAMIN D3 vs VITAMINB6 are different nutrients.,5.2 µg is not equal to 79 mg.,µg matches with the given unit in context.,
120.jpeg,VITAMIN K,VITAMINB2,60.4,1,µg,mg,per_daily_dose (10 G),,False,False,True,False,False,fast+llm,VITAMIN K is not matched with VITAMINB2.,"60.4 µg does not match the quantity of Vitamin B12 which should be in mg, and there are no units specified for '1' as per daily dose context.",µg is a valid unit but mismatched with incorrect nutrient identification.,'per_daily_dose (10 G)' does not match the given quantity and units for Vitamin B12.
120.jpeg,CALCIUM,CALCIUM,121,121,mg,mg,per_daily_dose (10 G),,True,True,True,False,False,fast,substring match,numeric match,alias match,mismatch
120.jpeg,ZINK,ZINK,6.5,100,mg,g,per_daily_dose (10 G),,True,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
120.jpeg,JOD,JOD,100,100,µg,g,per_daily_dose (10 G),,True,True,False,False,False,fast,substring match,numeric match,mismatch,mismatch
120.jpeg,SELEN,SELEN,22,22,µg,g,per_daily_dose (10 G),,True,True,False,False,False,fast,substring match,numeric match,mismatch,mismatch
120.jpeg,KUPFER,KUPFER,1,0.4,mg,mg,per_daily_dose (10 G),,True,False,True,False,False,fast,substring match,mismatch,alias match,mismatch
120.jpeg,MANGAN,MANGAN,0.4,0.4,mg,mg,per_daily_dose (10 G),,True,True,True,False,False,fast,substring match,numeric match,alias match,mismatch
120.jpeg,CHROM,CHROM,25,25,µg,g,per_daily_dose (10 G),,True,True,False,False,False,fast,substring match,numeric match,mismatch,mismatch
120.jpeg,MOLYBDÄN,VITAMINB2,45,91,µg,mg,per_daily_dose (10 G),,False,False,True,True,False,fast+llm,MOLYBDÄN does not match with Vitamin B12 (Cobalamin).,45 µg is incorrect for the quantity of Cobalamin.,µg matches correctly as a unit.,per_daily_dose context applies to both entries.
121.jpeg,ENERGIE,ENERGIEKJ/KCAL,1.401,,kJ,,per_100g,per_100g,True,False,False,True,False,fast,substring match,mismatch,mismatch,alias match
121.jpeg,ENERGIE,FETT:,336,5.2,kcal,g,per_100g,per_100g,False,False,True,True,False,fast+llm,The nutrient 'ENERGIE' does not match the expected nutrients listed in DOMAIN RULES.,The quantity provided ('336') is inconsistent with typical values for energy content per 100g of a supplement label contextually represented by 'per_100g'.,kcal matches the expected unit in DOMAIN RULES.,The provided quantity does not align with typical values for energy content per 100g of a supplement label contextually represented by 'per_100g'.
121.jpeg,FETT:,FETT:,12,12,g,g,per_100g,per_100g,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
121.jpeg,- DAVON GESÄTTIGTE FETTSÄUREN,-DAVONGESATTIGTEFETTSAUREN,6.5,2.9,g,g,per_100g,per_100g,False,True,True,True,False,fast+llm,The nutrient term 'DAVON GESÄTTIGTE FETTSÄUREN' was not recognized as a valid nutritional component in the given rules.,"Both quantities are numerically consistent with each other, though they differ by context and possibly measurement units or conversion factors.",The unit 'g' was not specified as a valid nutritional quantity in the given rules; expected values were ug/µg for micrograms/mcg.,Both contexts are consistent with being per_100g.
121.jpeg,KOHLENHYDRATE:,KOHLENHYDRATE:,20,2.9,g,g,per_100g,per_100g,True,False,True,True,False,fast,substring match,mismatch,alias match,alias match
121.jpeg,- DAVON ZUCKER,-DAVONGESATTIGTEFETTSAUREN,4.9,5.2,g,g,per_100g,per_100g,False,True,True,True,False,fast+llm,"The nutrient '- DAVON ZUCKER' refers to 'davon Zucker', which should be separated as sub-nutrients.","Both quantities are given, but the nutrients do not match correctly after considering context rules.","The unit for '- DAVON ZUCKER' is 'g', while for '-DAVONGESATTIGTEFETTSAUREN' it should be consistent with sub-nutrient units, typically in mg or µg per serving contextually.",Both nutrients are given within the same contextual unit of measurement ('per_100g').
121.jpeg,- DAVON MEHRWERTIGE ALKOHOLE,KOHLENHYDRATE:,15,9.1,g,g,per_100g,per_100g,False,True,True,True,False,fast+llm,The nutrient '- DAVON MEHRWERTIGE ALKOHOLE' does not match 'KOHLENHYDRAT:',Both quantities are given as numerical values.,Unit 'g' is consistent across both entries.,'per_100g' context does not match with the nutrient type.
121.jpeg,BALLASTSTOFFE,BALLASTSTOFFE,18,6.7,g,g,per_100g,per_100g,True,False,True,True,False,fast,substring match,mismatch,alias match,alias match
121.jpeg,EIWEISS,EIWEISS,35,79,g,g,per_100g,per_100g,True,False,True,True,False,fast,substring match,mismatch,alias match,alias match
121.jpeg,SALZ,SALZ,0.20,0.09,g,g,per_100g,per_100g,True,False,True,True,False,fast,substring match,mismatch,alias match,alias match
121.jpeg,ENERGIE,BALLASTSTOFFE,631,79,kJ,g,per_serving (45g),per_100g,False,False,True,False,False,fast+llm,The term 'ENERGIE' does not match the standardized nutrient name.,No direct correlation between given quantity and expected context units or values for ENERGY in per_serving format.,"kJ is a valid unit of energy measurement, though it does not directly correlate with the standard nutritional label formats used here (g).",The context 'per_serving' for ENERGY in kJ per serving size specified as grams doesn't align correctly.
121.jpeg,ENERGIE,EIWEISS,151,16,kcal,g,per_serving (45g),per_100g,False,False,True,False,False,fast+llm,The nutrient 'ENERGIE' does not match the expected nutrients listed in DOMAIN RULES.,There is no direct correlation between '151 kcal per serving (45g)' and '16 g'.,"The unit 'kcal' matches with the context of energy content in food labels, but there are discrepancies.",The provided quantity does not align correctly within its given serving size.
121.jpeg,FETT:,SALZ,5.2,16,g,g,per_serving (45g),per_100g,False,False,True,False,False,fast+llm,"Fett is translated as 'Fat', not 'Salz' (Salt).","The quantity for Fat should be compared with the given context, but it doesn't match.",g matches g correctly in both cases.,Per serving (45g) does not correspond to per_100g.
15.jpeg,Energie,Koffein 5 Mineralstoffen und SuBungsmittel-Zitronen Geschmack.Zwsi,161,,kJ,,per_100g,,False,False,True,False,False,fast+llm,The extracted nutrient 'Energie' does not match the expected nutrients listed in DOMAIN RULES.,No quantity was provided for comparison with the given context of per_100g,"kJ matches one of the accepted units (kJ, kcal)",The extracted nutrient 'Energie' does not correspond to any specific nutritional content listed in DOMAIN RULES.
17.jpeg,Caffeine,Caffeine,100,100,mg,mg,per_serving (piece),,True,True,True,False,False,fast,substring match,numeric match,alias match,mismatch
17.jpeg,Vitamin B3,Vitamin B3,2.4,0.22,mg NE,mg,per_serving (piece),,True,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
17.jpeg,Vitamin B6,Caffeine,0.22,15,mg,mg,per_serving (piece),,False,False,True,True,False,fast+llm,Vitamin B6 is not mentioned in the context.,Quantity '0.22' does not match any known quantity for Vitamin Caffeine,mg matches mg correctly as per unit conversion rules.,"The context mentions serving size, which is relevant to nutrient content."
17.jpeg,Vitamin B12,Vitamin B12,0.38,0.22,µg,mg,per_serving (piece),,True,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
